metric,company_name,year,value,source
Richard Mills+Annual Sales,ICBC,2014,$148.66 B,http://www.forbes.com/companies/icbc/
Richard Mills+Annual Profits,ICBC,2014,$42.7 B,http://www.forbes.com/companies/icbc/
Richard Mills+Assets,ICBC,2014,"$3,124.9 B",http://www.forbes.com/companies/icbc/
Richard Mills+Market Value,ICBC,2014,$215.6 B,http://www.forbes.com/companies/icbc/
Richard Mills+Employees,ICBC,2014,"441,902",http://www.forbes.com/companies/icbc/
Newsweek+Energy Productivity,China Construction Bank,2014,13.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,China Construction Bank,2014,6.90%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,China Construction Bank,2014,25.90%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,China Construction Bank,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,China Construction Bank,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,China Construction Bank,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,China Construction Bank,2014,18.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,China Construction Bank,2014,$121.28 B,http://www.forbes.com/companies/china-construction-bank/
Richard Mills+Annual Profits,China Construction Bank,2014,$34.2 B,http://www.forbes.com/companies/china-construction-bank/
Richard Mills+Assets,China Construction Bank,2014,"$2,449.5 B",http://www.forbes.com/companies/china-construction-bank/
Richard Mills+Market Value,China Construction Bank,2014,$174.4 B,http://www.forbes.com/companies/china-construction-bank/
Richard Mills+Employees,China Construction Bank,2014,"348,955",http://www.forbes.com/companies/china-construction-bank/
Newsweek+Newsweek Reputation Score,Agricultural Bank of China,2014,69.90%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Agricultural Bank of China,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Agricultural Bank of China,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,Agricultural Bank of China,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,Agricultural Bank of China,2014,14.00%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,Agricultural Bank of China,2014,$136.45 B,http://www.forbes.com/companies/agricultural-bank-of-china/
Richard Mills+Annual Profits,Agricultural Bank of China,2014,$27 B,http://www.forbes.com/companies/agricultural-bank-of-china/
Richard Mills+Assets,Agricultural Bank of China,2014,"$2,405.4 B",http://www.forbes.com/companies/agricultural-bank-of-china/
Richard Mills+Market Value,Agricultural Bank of China,2014,$141.1 B,http://www.forbes.com/companies/agricultural-bank-of-china/
Richard Mills+Employees,Agricultural Bank of China,2014,"478,980",http://www.forbes.com/companies/agricultural-bank-of-china/
Newsweek+Energy Productivity,JPMorgan Chase,2014,20.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,JPMorgan Chase,2014,23.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,JPMorgan Chase,2014,21.90%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,JPMorgan Chase,2014,11.40%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,JPMorgan Chase,2014,5.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,JPMorgan Chase,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,JPMorgan Chase,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,JPMorgan Chase,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,JPMorgan Chase,2014,22.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,JPMorgan Chase,2014,$105.66 B,http://www.forbes.com/companies/jpmorgan-chase/
Richard Mills+Annual Profits,JPMorgan Chase,2014,$17.3 B,http://www.forbes.com/companies/jpmorgan-chase/
Richard Mills+Assets,JPMorgan Chase,2014,"$2,435.3 B",http://www.forbes.com/companies/jpmorgan-chase/
Richard Mills+Market Value,JPMorgan Chase,2014,$229.7 B,http://www.forbes.com/companies/jpmorgan-chase/
Richard Mills+Employees,JPMorgan Chase,2014,"251,196",http://www.forbes.com/companies/jpmorgan-chase/
Good Company Index+Good Company Grade,JPMorgan Chase,2014,C-,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Employer Score,JPMorgan Chase,2014,1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Steward Score,JPMorgan Chase,2014,-2,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Company Grade,JPMorgan Chase,2012,D+,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Employer Score,JPMorgan Chase,2012,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Steward Score,JPMorgan Chase,2012,-2,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Company Grade,JPMorgan Chase,2011,"C,",http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Employer Score,JPMorgan Chase,2011,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Steward Score,JPMorgan Chase,2011,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Newsweek+Newsweek Reputation Score,Berkshire Hathaway,2014,10.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Berkshire Hathaway,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Berkshire Hathaway,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,Berkshire Hathaway,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,Berkshire Hathaway,2014,2.10%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Ethisphere+Most Ethical Companies,Berkshire Hathaway,2007,true,http://ethisphere.com//worlds-most-ethical/wme-honorees/
Richard Mills+Annual Sales,Berkshire Hathaway,2014,$178.79 B,http://www.forbes.com/companies/berkshire-hathaway/
Richard Mills+Annual Profits,Berkshire Hathaway,2014,$19.5 B,http://www.forbes.com/companies/berkshire-hathaway/
Richard Mills+Assets,Berkshire Hathaway,2014,$493.4 B,http://www.forbes.com/companies/berkshire-hathaway/
Richard Mills+Market Value,Berkshire Hathaway,2014,$309.1 B,http://www.forbes.com/companies/berkshire-hathaway/
Richard Mills+Employees,Berkshire Hathaway,2014,"302,000",http://www.forbes.com/companies/berkshire-hathaway/
Good Company Index+Good Company Grade,Berkshire Hathaway,2011,C-,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Employer Score,Berkshire Hathaway,2011,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Steward Score,Berkshire Hathaway,2011,-1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Newsweek+Newsweek Reputation Score,PetroChina,2014,2.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,PetroChina,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,PetroChina,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,PetroChina,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,PetroChina,2014,5.50%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,PetroChina,2014,$328.54 B,http://www.forbes.com/companies/petrochina/
Richard Mills+Annual Profits,PetroChina,2014,$21.1 B,http://www.forbes.com/companies/petrochina/
Richard Mills+Assets,PetroChina,2014,$386.9 B,http://www.forbes.com/companies/petrochina/
Richard Mills+Market Value,PetroChina,2014,$202 B,http://www.forbes.com/companies/petrochina/
Richard Mills+Employees,PetroChina,2014,"544,083",http://www.forbes.com/companies/petrochina/
Newsweek+Energy Productivity,shell,2014,52.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,shell,2014,67.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,shell,2014,69.10%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,shell,2014,36.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,shell,2014,1.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,shell,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,shell,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,shell,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,shell,2014,54.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
BSR+BSR Member,shell,2015,true,http://www.bsr.org/en/our-network/member-list
Ethisphere+Most Ethical Companies,shell,2007,true,http://ethisphere.com//worlds-most-ethical/wme-honorees/
Richard Mills+Annual Sales,shell,2014,$451.35 B,http://www.forbes.com/companies/royal-dutch-shell/
Richard Mills+Annual Profits,shell,2014,$16.4 B,http://www.forbes.com/companies/royal-dutch-shell/
Richard Mills+Assets,shell,2014,$357.5 B,http://www.forbes.com/companies/royal-dutch-shell/
Richard Mills+Market Value,shell,2014,$234.1 B,http://www.forbes.com/companies/royal-dutch-shell/
Richard Mills+Employees,shell,2014,"92,000",http://www.forbes.com/companies/royal-dutch-shell/
Newsweek+Energy Productivity,Bank of America,2014,12.40%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,Bank of America,2014,20.10%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,Bank of America,2014,5.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,Bank of America,2014,4.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,Bank of America,2014,1.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Bank of America,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Bank of America,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,Bank of America,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,Bank of America,2014,26.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
BSR+BSR Member,Bank of America,2015,true,http://www.bsr.org/en/our-network/member-list
Richard Mills+Annual Sales,Bank of America,2014,$101.5 B,http://www.forbes.com/companies/bank-of-america/
Richard Mills+Annual Profits,Bank of America,2014,$11.4 B,http://www.forbes.com/companies/bank-of-america/
Richard Mills+Assets,Bank of America,2014,"$2,113.8 B",http://www.forbes.com/companies/bank-of-america/
Richard Mills+Market Value,Bank of America,2014,$183.3 B,http://www.forbes.com/companies/bank-of-america/
Richard Mills+Employees,Bank of America,2014,"242,000",http://www.forbes.com/companies/bank-of-america/
Good Company Index+Good Company Grade,Bank of America,2014,"D,",http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Employer Score,Bank of America,2014,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Steward Score,Bank of America,2014,-2,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Company Grade,Bank of America,2012,C-,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Employer Score,Bank of America,2012,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Steward Score,Bank of America,2012,-1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Company Grade,Bank of America,2011,"C,",http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Employer Score,Bank of America,2011,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Steward Score,Bank of America,2011,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Newsweek+Energy Productivity,Citigroup,2014,23.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,Citigroup,2014,26.10%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,Citigroup,2014,13.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,Citigroup,2014,9.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,Citigroup,2014,4.40%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Citigroup,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Citigroup,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,Citigroup,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,Citigroup,2014,31.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,Citigroup,2014,$94.06 B,http://www.forbes.com/companies/citigroup/
Richard Mills+Annual Profits,Citigroup,2014,$13.4 B,http://www.forbes.com/companies/citigroup/
Richard Mills+Assets,Citigroup,2014,"$1,883.4 B",http://www.forbes.com/companies/citigroup/
Richard Mills+Market Value,Citigroup,2014,$145.1 B,http://www.forbes.com/companies/citigroup/
Richard Mills+Employees,Citigroup,2014,"251,000",http://www.forbes.com/companies/citigroup/
Good Company Index+Good Company Grade,Citigroup,2014,"D,",http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Employer Score,Citigroup,2014,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Steward Score,Citigroup,2014,-2,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Company Grade,Citigroup,2012,C-,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Employer Score,Citigroup,2012,-1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Steward Score,Citigroup,2012,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Company Grade,Citigroup,2011,C-,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Employer Score,Citigroup,2011,-2,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Steward Score,Citigroup,2011,1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Newsweek+Energy Productivity,Volkswagen Group,2014,65.90%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,Volkswagen Group,2014,60.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,Volkswagen Group,2014,57.00%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,Volkswagen Group,2014,16.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,Volkswagen Group,2014,13.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Volkswagen Group,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Volkswagen Group,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,Volkswagen Group,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,Volkswagen Group,2014,52.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,Volkswagen Group,2014,$261.55 B,http://www.forbes.com/companies/volkswagen-group/
Richard Mills+Annual Profits,Volkswagen Group,2014,$12 B,http://www.forbes.com/companies/volkswagen-group/
Richard Mills+Assets,Volkswagen Group,2014,$446.9 B,http://www.forbes.com/companies/volkswagen-group/
Richard Mills+Market Value,Volkswagen Group,2014,$119 B,http://www.forbes.com/companies/volkswagen-group/
Richard Mills+Employees,Volkswagen Group,2014,"572,800",http://www.forbes.com/companies/volkswagen-group/
Newsweek+Energy Productivity,Gazprom,2014,6.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,Gazprom,2014,18.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,Gazprom,2014,5.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,Gazprom,2014,14.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,Gazprom,2014,14.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Gazprom,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Gazprom,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,Gazprom,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,Gazprom,2014,14.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,Gazprom,2014,$164.62 B,http://www.forbes.com/companies/gazprom/
Richard Mills+Annual Profits,Gazprom,2014,$39 B,http://www.forbes.com/companies/gazprom/
Richard Mills+Assets,Gazprom,2014,$397.2 B,http://www.forbes.com/companies/gazprom/
Richard Mills+Market Value,Gazprom,2014,$88.8 B,http://www.forbes.com/companies/gazprom/
Richard Mills+Employees,Gazprom,2014,"417,000",http://www.forbes.com/companies/gazprom/
PETA+Vegan Company,êShave,2014,FALSE,http://features.peta.org//cruelty-free-company-search/cruelty_free_companies_search.aspx?Donottest=8&Product=0&Dotest=-1&Regchange=-1&Country=-1&Keyword=
PETA+Animal Testing,êShave,2015,No,http://features.peta.org//cruelty-free-company-search/cruelty_free_companies_search.aspx?Donottest=8&Product=0&Dotest=-1&Regchange=-1&Country=-1&Keyword=
Ethisphere+Most Ethical Companies,Genzyme Corporation,2008,true,http://ethisphere.com//worlds-most-ethical/wme-honorees/
Ethisphere+Most Ethical Companies,Genzyme Corporation,2007,true,http://ethisphere.com//worlds-most-ethical/wme-honorees/
Ethisphere+Most Ethical Companies,NEC Corporation of America,2007,true,http://ethisphere.com//worlds-most-ethical/wme-honorees/
BSR+BSR Member,Boden,2015,true,http://www.bsr.org/en/our-network/member-list
BSR+BSR Member,"The Children’s Place, Inc.",2015,true,http://www.bsr.org/en/our-network/member-list
EIC+EICC member,Arista Networks,2015,true,http://www.eiccoalition.org/about/members/
Newsweek+Energy Productivity,samsung,2014,44.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,samsung,2014,65.00%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,samsung,2014,68.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,samsung,2014,66.50%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,samsung,2014,2.60%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,samsung,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,samsung,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,samsung,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,samsung,2014,57.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
BSR+BSR Member,samsung,2015,true,http://www.bsr.org/en/our-network/member-list
EIC+EICC member,samsung,2015,true,http://www.eiccoalition.org/about/members/
Richard Mills+Annual Sales,samsung,2014,$208.9 B,http://www.forbes.com/companies/samsung-electronics/
Richard Mills+Annual Profits,samsung,2014,$27.2 B,http://www.forbes.com/companies/samsung-electronics/
Richard Mills+Assets,samsung,2014,$202.8 B,http://www.forbes.com/companies/samsung-electronics/
Richard Mills+Market Value,samsung,2014,$186.5 B,http://www.forbes.com/companies/samsung-electronics/
Richard Mills+Employees,samsung,2014,"90,700",http://www.forbes.com/companies/samsung-electronics/
Newsweek+Energy Productivity,verizon,2014,58.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,verizon,2014,40.50%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,verizon,2014,27.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,verizon,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,verizon,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,verizon,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,verizon,2014,30.40%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Richard Mills+Annual Sales,verizon,2014,$120.55 B,http://www.forbes.com/companies/verizon-communications/
Richard Mills+Annual Profits,verizon,2014,$11.5 B,http://www.forbes.com/companies/verizon-communications/
Richard Mills+Assets,verizon,2014,$274.1 B,http://www.forbes.com/companies/verizon-communications/
Richard Mills+Market Value,verizon,2014,$197.7 B,http://www.forbes.com/companies/verizon-communications/
Richard Mills+Employees,verizon,2014,"176,800",http://www.forbes.com/companies/verizon-communications/
Good Company Index+Good Company Grade,verizon,2014,"D,",http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Employer Score,verizon,2014,0,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Steward Score,verizon,2014,-3,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2014&amp;c=q
Good Company Index+Good Company Grade,verizon,2012,D+,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Employer Score,verizon,2012,-1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Steward Score,verizon,2012,-1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2012&amp;c=q
Good Company Index+Good Company Grade,verizon,2011,C+,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Employer Score,verizon,2011,-1,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Good Company Index+Good Steward Score,verizon,2011,3,http://www.goodcompanyindex.com/wp/wp-content/themes/hulk/company_summary.php?yr=2011&amp;c=q
Richard Mills+Annual Sales,Sinopec-China Petroleum,2014,$445.3 B,http://www.forbes.com/companies/sinopec-china-petroleum/
Richard Mills+Annual Profits,Sinopec-China Petroleum,2014,$10.9 B,http://www.forbes.com/companies/sinopec-china-petroleum/
Richard Mills+Assets,Sinopec-China Petroleum,2014,$228.4 B,http://www.forbes.com/companies/sinopec-china-petroleum/
Richard Mills+Market Value,Sinopec-China Petroleum,2014,$94.7 B,http://www.forbes.com/companies/sinopec-china-petroleum/
Richard Mills+Employees,Sinopec-China Petroleum,2014,"368,953",http://www.forbes.com/companies/sinopec-china-petroleum/
Newsweek+Energy Productivity,AXA Group,2014,54.30%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,AXA Group,2014,61.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,AXA Group,2014,50.40%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,AXA Group,2014,23.80%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,AXA Group,2014,25.00%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,AXA Group,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,AXA Group,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Environmental figures audited,AXA Group,2014,Yes,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Green Score,AXA Group,2014,53.50%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
BSR+BSR Member,AXA Group,2015,true,http://www.bsr.org/en/our-network/member-list
Richard Mills+Annual Sales,AXA Group,2014,$138.93 B,http://www.forbes.com/companies/axa-group/
Richard Mills+Annual Profits,AXA Group,2014,$6 B,http://www.forbes.com/companies/axa-group/
Richard Mills+Assets,AXA Group,2014,"$1,018.9 B",http://www.forbes.com/companies/axa-group/
Richard Mills+Market Value,AXA Group,2014,$63.4 B,http://www.forbes.com/companies/axa-group/
Richard Mills+Employees,AXA Group,2014,"93,146",http://www.forbes.com/companies/axa-group/
Newsweek+Energy Productivity,Rosneft,2014,32.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Greenhouse Gas Productivity,Rosneft,2014,33.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Water Productivity,Rosneft,2014,4.20%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Waste Productivity,Rosneft,2014,20.00%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Newsweek Reputation Score,Rosneft,2014,13.70%,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Pay Link,Rosneft,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
Newsweek+Sustainability Board Committee,Rosneft,2014,No,http://www.newsweek.com//green/worlds-greenest-companies-2014/
