snippet_company,source_url,company_from_source_url,remark
Rio Tinto,https://www.unglobalcompact.org/COPs/advanced/91861,Rio Tinto plc,
Royal Dutch Shell plc,https://www.unglobalcompact.org/COPs/advanced/11339,Royal Dutch Shell plc,
Royal Dutch Shell plc,https://www.unglobalcompact.org/COPs/advanced/142431,Royal Dutch Shell plc,
Royal Dutch Shell plc,https://www.unglobalcompact.org/COPs/advanced/15912,Royal Dutch Shell plc,
Royal Dutch Shell plc,https://www.unglobalcompact.org/COPs/advanced/21724,Royal Dutch Shell plc,
Royal Dutch Shell plc,https://www.unglobalcompact.org/COPs/advanced/69481,Royal Dutch Shell plc,
RSA Insurance Group,https://www.unglobalcompact.org/COPs/active/18394,RSA Insurance Group,
RSA Insurance Group,https://www.unglobalcompact.org/COPs/active/111601,RSA Insurance Group,
RSA Insurance Group,https://www.unglobalcompact.org/COPs/active/11970,RSA Insurance Group,
RSA Insurance Group,https://www.unglobalcompact.org/COPs/active/11971,RSA Insurance Group,
RSA Insurance Group,https://www.unglobalcompact.org/COPs/active/45121,RSA Insurance Group,
Sabanci Holding,https://www.unglobalcompact.org/COPs/active/15682,H.O. Sabanci Holding A.S,
Sabanci Holding,https://www.unglobalcompact.org/COPs/active/135971,H.O. Sabanci Holding A.S,
Sabanci Holding,https://www.unglobalcompact.org/COPs/active/66161,H.O. Sabanci Holding A.S,
Sabanci Holding,https://www.unglobalcompact.org/COPs/active/21479,H.O. Sabanci Holding A.S,
Safran,https://www.unglobalcompact.org/COPs/advanced/141091,Safran,
Saint-Gobain,https://www.unglobalcompact.org/COPs/active/15578,Saint-Gobain,
Saint-Gobain,https://www.unglobalcompact.org/COPs/learner/11093,Saint-Gobain,
Saint-Gobain,https://www.unglobalcompact.org/COPs/active/23349,Saint-Gobain,
Saint-Gobain,https://www.unglobalcompact.org/COPs/advanced/17357,Saint-Gobain,
Saint-Gobain,https://www.unglobalcompact.org/COPs/advanced/23352,Saint-Gobain,
Saint-Gobain,https://www.unglobalcompact.org/COPs/advanced/86451,Saint-Gobain,
Sanofi,https://www.unglobalcompact.org/COPs/active/16714,Sanofi,
Sanofi,https://www.unglobalcompact.org/COPs/active/12123,Sanofi,
Sanofi,https://www.unglobalcompact.org/COPs/active/22735,Sanofi,
Sanofi,https://www.unglobalcompact.org/COPs/advanced/151361,Sanofi,
Sanofi,https://www.unglobalcompact.org/COPs/advanced/79691,Sanofi,
Saudi Basic Industries,https://www.unglobalcompact.org/COPs/active/96961,Saudi Basic Industries Corporation (SABIC),
Saudi Basic Industries,https://www.unglobalcompact.org/COPs/active/30861,Saudi Basic Industries Corporation (SABIC),
Schneider Electric,https://www.unglobalcompact.org/COPs/advanced/11821,Schneider Electric SE,
Schneider Electric,https://www.unglobalcompact.org/COPs/advanced/137761,Schneider Electric SE,
Schneider Electric,https://www.unglobalcompact.org/COPs/advanced/15736,Schneider Electric SE,
Schneider Electric,https://www.unglobalcompact.org/COPs/advanced/21534,Schneider Electric SE,
Schneider Electric,https://www.unglobalcompact.org/COPs/advanced/66861,Schneider Electric SE,
Seagate Technology,https://www.unglobalcompact.org/COPs/active/15151,Seagate Technology,
Seagate Technology,https://www.unglobalcompact.org/COPs/active/85131,Seagate Technology,
Seagate Technology,https://www.unglobalcompact.org/COPs/active/21793,Seagate Technology,
Sega Sammy Holdings,https://www.unglobalcompact.org/COPs/active/118831,Sega Sammy Holdings Inc.,
Seiko Epson,https://www.unglobalcompact.org/COPs/active/17954,Seiko Epson Corporation,
Seiko Epson,https://www.unglobalcompact.org/COPs/active/12993,Seiko Epson Corporation,
Seiko Epson,https://www.unglobalcompact.org/COPs/active/96251,Seiko Epson Corporation,
Seiko Epson,https://www.unglobalcompact.org/COPs/active/95041,Seiko Epson Corporation,
Seiko Epson,https://www.unglobalcompact.org/COPs/active/28921,Seiko Epson Corporation,
Sekisui Chemical,https://www.unglobalcompact.org/COPs/active/18228,"Sekisui Chemical Co., Ltd.",
Sekisui Chemical,https://www.unglobalcompact.org/COPs/active/13184,"Sekisui Chemical Co., Ltd.",
Sekisui Chemical,https://www.unglobalcompact.org/COPs/active/98451,"Sekisui Chemical Co., Ltd.",
Sekisui Chemical,https://www.unglobalcompact.org/COPs/active/31861,"Sekisui Chemical Co., Ltd.",
Seven & I Holdings,https://www.unglobalcompact.org/COPs/active/147601,"Seven & i Holdings Co., Ltd.",
Seven & I Holdings,https://www.unglobalcompact.org/COPs/active/78881,"Seven & i Holdings Co., Ltd.",
Seven & I Holdings,https://www.unglobalcompact.org/COPs/active/22824,"Seven & i Holdings Co., Ltd.",
Shangri-La Asia,https://www.unglobalcompact.org/COPs/active/150021,Shangri-La International Hotel Management Ltd.,
Shangri-La Asia,https://www.unglobalcompact.org/COPs/active/62501,Shangri-La International Hotel Management Ltd.,
Shangri-La Asia,https://www.unglobalcompact.org/COPs/active/21200,Shangri-La International Hotel Management Ltd.,
Shimizu,https://www.unglobalcompact.org/COPs/active/109891,Shimizu Corporation,
Shimizu,https://www.unglobalcompact.org/COPs/active/41771,Shimizu Corporation,
Shin-Etsu Chemical,https://www.unglobalcompact.org/COPs/active/106831,"Shin-Etsu Chemical Co., Ltd.",
Shin-Etsu Chemical,https://www.unglobalcompact.org/COPs/active/13856,"Shin-Etsu Chemical Co., Ltd.",
Shin-Etsu Chemical,https://www.unglobalcompact.org/COPs/active/18834,"Shin-Etsu Chemical Co., Ltd.",
Shin-Etsu Chemical,https://www.unglobalcompact.org/COPs/active/106831,"Shin-Etsu Chemical Co., Ltd.",
Shin-Etsu Chemical,https://www.unglobalcompact.org/COPs/active/39421,"Shin-Etsu Chemical Co., Ltd.",
Shin-Etsu Chemical,https://www.unglobalcompact.org/COPs/learner/18833,"Shin-Etsu Chemical Co., Ltd.",
Shiseido,https://www.unglobalcompact.org/COPs/active/13012,"Shiseido Co., Ltd.",
Shiseido,https://www.unglobalcompact.org/COPs/active/13013,"Shiseido Co., Ltd.",
Shiseido,https://www.unglobalcompact.org/COPs/active/13014,"Shiseido Co., Ltd.",
Shiseido,https://www.unglobalcompact.org/COPs/advanced/17971,"Shiseido Co., Ltd.",
Shiseido,https://www.unglobalcompact.org/COPs/advanced/30961,"Shiseido Co., Ltd.",
Shiseido,https://www.unglobalcompact.org/COPs/advanced/97371,"Shiseido Co., Ltd.",
Siemens AG,https://www.unglobalcompact.org/COPs/advanced/12097,Siemens AG,
Siemens AG,https://www.unglobalcompact.org/COPs/advanced/145241,Siemens AG,
Siemens AG,https://www.unglobalcompact.org/COPs/advanced/16826,Siemens AG,
Siemens AG,https://www.unglobalcompact.org/COPs/advanced/22245,Siemens AG,
Siemens AG,https://www.unglobalcompact.org/COPs/advanced/74541,Siemens AG,
Sime Darby,https://www.unglobalcompact.org/COPs/active/15068,Sime Darby Berhad,
Sime Darby,https://www.unglobalcompact.org/COPs/active/112131,Sime Darby Berhad,
Sime Darby,https://www.unglobalcompact.org/COPs/active/47771,Sime Darby Berhad,
Sinopec-China Petroleum,https://www.unglobalcompact.org/COPs/active/11295,China Petroleum and Chemical Corporation - Sinopec,
Sinopec-China Petroleum,https://www.unglobalcompact.org/COPs/advanced/139771,China Petroleum and Chemical Corporation - Sinopec,
Sinopec-China Petroleum,https://www.unglobalcompact.org/COPs/advanced/15913,China Petroleum and Chemical Corporation - Sinopec,
Sinopec-China Petroleum,https://www.unglobalcompact.org/COPs/advanced/21752,China Petroleum and Chemical Corporation - Sinopec,
Sinopec-China Petroleum,https://www.unglobalcompact.org/COPs/advanced/69151,China Petroleum and Chemical Corporation - Sinopec,
SK hynix Inc.,https://www.unglobalcompact.org/COPs/advanced/12410,SK hynix Inc.,
SK hynix Inc.,https://www.unglobalcompact.org/COPs/advanced/17193,SK hynix Inc.,
SK hynix Inc.,https://www.unglobalcompact.org/COPs/advanced/23274,SK hynix Inc.,
SK hynix Inc.,https://www.unglobalcompact.org/COPs/advanced/85491,SK hynix Inc.,
SK Telecom,https://www.unglobalcompact.org/COPs/advanced/12180,SK Telecom,
SK Telecom,https://www.unglobalcompact.org/COPs/advanced/17440,SK Telecom,
SK Telecom,https://www.unglobalcompact.org/COPs/advanced/23501,SK Telecom,
SK Telecom,https://www.unglobalcompact.org/COPs/advanced/88181,SK Telecom,
SKF Group,https://www.unglobalcompact.org/COPs/active/15882,Aktiebolaget SKF,
SKF Group,https://www.unglobalcompact.org/COPs/active/11002,Aktiebolaget SKF,
SKF Group,https://www.unglobalcompact.org/COPs/advanced/140781,Aktiebolaget SKF,
SKF Group,https://www.unglobalcompact.org/COPs/advanced/21512,Aktiebolaget SKF,
SKF Group,https://www.unglobalcompact.org/COPs/advanced/63511,Aktiebolaget SKF,
Sodexo,https://www.unglobalcompact.org/COPs/advanced/12656,Sodexo,
Sodexo,https://www.unglobalcompact.org/COPs/advanced/17508,Sodexo,
Sodexo,https://www.unglobalcompact.org/COPs/advanced/23661,Sodexo,
Sodexo,https://www.unglobalcompact.org/COPs/advanced/88481,Sodexo,
Sonae SGPS,https://www.unglobalcompact.org/COPs/active/18086,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/active/13888,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/active/11228,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/active/79191,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/active/25381,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/learner/150161,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/learner/18060,Sonae,
Sonae SGPS,https://www.unglobalcompact.org/COPs/learner/79181,Sonae,
Standard Chartered,https://www.unglobalcompact.org/COPs/active/17715,Standard Chartered Bank Uganda Ltd,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/15702,Standard Chartered Bank,
Standard Chartered,https://www.unglobalcompact.org/COPs/active/138851,Standard Chartered Bank,
Standard Chartered,https://www.unglobalcompact.org/COPs/active/148561,Standard Chartered Bank Uganda Ltd,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/11368,Standard Chartered Bank,
Standard Chartered,https://www.unglobalcompact.org/COPs/active/12771,Standard Chartered Bank Uganda Ltd,2
Standard Chartered,https://www.unglobalcompact.org/COPs/learner/12299,Standard Chartered Bank Uganda Ltd,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/91261,Standard Chartered Bank - Ghana,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/77411,Standard Chartered Bank Uganda Ltd,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/68671,Standard Chartered Bank,
Standard Chartered,https://www.unglobalcompact.org/COPs/active/27411,Standard Chartered Bank Uganda Ltd,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/22555,Standard Chartered Bank - Ghana,2
Standard Chartered,https://www.unglobalcompact.org/COPs/active/22040,Standard Chartered Bank,
Statoil,https://www.unglobalcompact.org/COPs/advanced/11175,Statoil,
Statoil,https://www.unglobalcompact.org/COPs/advanced/136741,Statoil,
Statoil,https://www.unglobalcompact.org/COPs/advanced/15756,Statoil,
Statoil,https://www.unglobalcompact.org/COPs/advanced/21612,Statoil,
Statoil,https://www.unglobalcompact.org/COPs/advanced/67961,Statoil,
Steel Authority of India,https://www.unglobalcompact.org/COPs/active/140991,Steel Authority of India Limited,
Steel Authority of India,https://www.unglobalcompact.org/COPs/active/62751,Steel Authority of India Limited,
Steel Authority of India,https://www.unglobalcompact.org/COPs/active/21183,Steel Authority of India Limited,
Steel Authority of India,https://www.unglobalcompact.org/COPs/learner/15546,Steel Authority of India Limited,
Steel Authority of India,https://www.unglobalcompact.org/COPs/learner/62731,Steel Authority of India Limited,
Stora Enso,https://www.unglobalcompact.org/COPs/active/11089,Stora Enso Oyj,
Stora Enso,https://www.unglobalcompact.org/COPs/advanced/132301,Stora Enso Oyj,
Stora Enso,https://www.unglobalcompact.org/COPs/advanced/15625,Stora Enso Oyj,
Stora Enso,https://www.unglobalcompact.org/COPs/advanced/63101,Stora Enso Oyj,
Sumitomo Chemical,https://www.unglobalcompact.org/COPs/active/14063,"Sumitomo Chemical Company, Limited",
Sumitomo Chemical,https://www.unglobalcompact.org/COPs/active/14064,"Sumitomo Chemical Company, Limited",
Sumitomo Chemical,https://www.unglobalcompact.org/COPs/advanced/107981,"Sumitomo Chemical Company, Limited",
Sumitomo Chemical,https://www.unglobalcompact.org/COPs/advanced/18991,"Sumitomo Chemical Company, Limited",
Sumitomo Chemical,https://www.unglobalcompact.org/COPs/advanced/41221,"Sumitomo Chemical Company, Limited",
Sumitomo Corp,https://www.unglobalcompact.org/COPs/active/11023,Sumitomo Corporation,
Sumitomo Corp,https://www.unglobalcompact.org/COPs/active/130541,Sumitomo Corporation,
Sumitomo Corp,https://www.unglobalcompact.org/COPs/active/61701,Sumitomo Corporation,
Sumitomo Corp,https://www.unglobalcompact.org/COPs/advanced/15545,Sumitomo Corporation,
Sumitomo Corp,https://www.unglobalcompact.org/COPs/advanced/21094,Sumitomo Corporation,
Sumitomo Mitsui Financial,https://www.unglobalcompact.org/COPs/advanced/134711,"Sumitomo Mitsui Financial Group, Inc.",
Sumitomo Mitsui Financial,https://www.unglobalcompact.org/COPs/advanced/15697,"Sumitomo Mitsui Financial Group, Inc.",
Sumitomo Mitsui Financial,https://www.unglobalcompact.org/COPs/advanced/21417,"Sumitomo Mitsui Financial Group, Inc.",
Sumitomo Mitsui Financial,https://www.unglobalcompact.org/COPs/advanced/65271,"Sumitomo Mitsui Financial Group, Inc.",
Sumitomo Mitsui Trust,https://www.unglobalcompact.org/COPs/active/14973,"Sumitomo Mitsui Trust Holdings, Inc.",
Sumitomo Mitsui Trust,https://www.unglobalcompact.org/COPs/active/122091,"Sumitomo Mitsui Trust Holdings, Inc.",
Sumitomo Mitsui Trust,https://www.unglobalcompact.org/COPs/active/54541,"Sumitomo Mitsui Trust Holdings, Inc.",
Sumitomo Mitsui Trust,https://www.unglobalcompact.org/COPs/active/20561,"Sumitomo Mitsui Trust Holdings, Inc.",
Suncor Energy,https://www.unglobalcompact.org/COPs/active/102501,Suncor Energy Inc.,
Suncor Energy,https://www.unglobalcompact.org/COPs/active/15677,Petro-Canada Palmyra B.V.,2
Suncor Energy,https://www.unglobalcompact.org/COPs/active/13662,Suncor Energy Inc.,
Suncor Energy,https://www.unglobalcompact.org/COPs/active/18832,Suncor Energy Inc.,
Suncor Energy,https://www.unglobalcompact.org/COPs/active/102501,Suncor Energy Inc.,
Suncor Energy,https://www.unglobalcompact.org/COPs/active/37201,Suncor Energy Inc.,
Swiss Re,https://www.unglobalcompact.org/COPs/active/16761,Swiss Reinsurance Co.,
Swiss Re,https://www.unglobalcompact.org/COPs/active/150421,Swiss Reinsurance Co.,
Swiss Re,https://www.unglobalcompact.org/COPs/active/12052,Swiss Reinsurance Co.,
Swiss Re,https://www.unglobalcompact.org/COPs/active/79751,Swiss Reinsurance Co.,
Swiss Re,https://www.unglobalcompact.org/COPs/active/22761,Swiss Reinsurance Co.,
Symantec,https://www.unglobalcompact.org/COPs/advanced/118441,Symantec Corporation,
Symantec,https://www.unglobalcompact.org/COPs/advanced/13530,Symantec Corporation,
Symantec,https://www.unglobalcompact.org/COPs/advanced/18621,Symantec Corporation,
Symantec,https://www.unglobalcompact.org/COPs/advanced/36511,Symantec Corporation,
Takeda Pharmaceutical,https://www.unglobalcompact.org/COPs/advanced/109281,Takeda Pharmaceutical Company Limited,
Takeda Pharmaceutical,https://www.unglobalcompact.org/COPs/advanced/14430,Takeda Pharmaceutical Company Limited,
Takeda Pharmaceutical,https://www.unglobalcompact.org/COPs/advanced/19274,Takeda Pharmaceutical Company Limited,
Takeda Pharmaceutical,https://www.unglobalcompact.org/COPs/advanced/44101,Takeda Pharmaceutical Company Limited,
Talisman Energy,https://www.unglobalcompact.org/COPs/active/13101,Talisman Malaysia Limited,2
Talisman Energy,https://www.unglobalcompact.org/COPs/active/13351,Talisman Energy Inc.,
Talisman Energy,https://www.unglobalcompact.org/COPs/learner/49431,Talisman Malaysia Limited,2
Talisman Energy,https://www.unglobalcompact.org/COPs/learner/152801,Talisman Malaysia Limited,2
Talisman Energy,https://www.unglobalcompact.org/COPs/active/50261,Talisman Energy Inc.,
Talisman Energy,https://www.unglobalcompact.org/COPs/learner/18125,Talisman Malaysia Limited,2
Talisman Energy,https://www.unglobalcompact.org/COPs/advanced/20123,Talisman Energy Inc.,
Tata Steel,https://www.unglobalcompact.org/COPs/active/11367,Tata Steel,
Tata Steel,https://www.unglobalcompact.org/COPs/active/21388,Tata Steel,
Tata Steel,https://www.unglobalcompact.org/COPs/advanced/135391,Tata Steel,
Tata Steel,https://www.unglobalcompact.org/COPs/advanced/15588,Tata Steel,
Tata Steel,https://www.unglobalcompact.org/COPs/advanced/15589,Tata Steel,
Tata Steel,https://www.unglobalcompact.org/COPs/advanced/65631,Tata Steel,
Teck Resources,https://www.unglobalcompact.org/COPs/active/14060,Teck Resources Limited,
Teck Resources,https://www.unglobalcompact.org/COPs/active/21646,Teck Operaciones Mineras Chile Limitada,
Teck Resources,https://www.unglobalcompact.org/COPs/advanced/125741,Teck Resources Limited,
Teck Resources,https://www.unglobalcompact.org/COPs/advanced/137211,Teck Operaciones Mineras Chile Limitada,
Teck Resources,https://www.unglobalcompact.org/COPs/advanced/20918,Teck Resources Limited,
Teck Resources,https://www.unglobalcompact.org/COPs/advanced/58551,Teck Resources Limited,
Teck Resources,https://www.unglobalcompact.org/COPs/advanced/75511,Teck Operaciones Mineras Chile Limitada,
Telecom Italia,https://www.unglobalcompact.org/COPs/advanced/12514,Telecom Italia,
Telecom Italia,https://www.unglobalcompact.org/COPs/advanced/17360,Telecom Italia,
Telecom Italia,https://www.unglobalcompact.org/COPs/advanced/23372,Telecom Italia,
Telecom Italia,https://www.unglobalcompact.org/COPs/advanced/86881,Telecom Italia,
Telenor,https://www.unglobalcompact.org/COPs/active/14305,Telenor,
Telenor,https://www.unglobalcompact.org/COPs/advanced/19726,Telenor,
Telenor,https://www.unglobalcompact.org/COPs/advanced/46911,Telenor,
Telenor,https://www.unglobalcompact.org/COPs/advanced/84991,Telenor,
Teradata,https://www.unglobalcompact.org/COPs/active/17845,Teradata Corporation,
Teradata,https://www.unglobalcompact.org/COPs/active/37171,Teradata Corporation,
Teradata,https://www.unglobalcompact.org/COPs/advanced/17848,Teradata Corporation,
Teradata,https://www.unglobalcompact.org/COPs/advanced/19487,Teradata Corporation,
Teradata,https://www.unglobalcompact.org/COPs/advanced/37191,Teradata Corporation,
Teradata,https://www.unglobalcompact.org/COPs/advanced/88271,Teradata Corporation,
Teva Pharmaceutical Inds,https://www.unglobalcompact.org/COPs/active/17875,Teva Pharmaceutical Industries Ltd,
Teva Pharmaceutical Inds,https://www.unglobalcompact.org/COPs/active/11451,Teva Pharmaceutical Industries Ltd,
Teva Pharmaceutical Inds,https://www.unglobalcompact.org/COPs/active/118771,Teva Pharmaceutical Industries Ltd,
Teva Pharmaceutical Inds,https://www.unglobalcompact.org/COPs/active/38371,Teva Pharmaceutical Industries Ltd,
Thales,https://www.unglobalcompact.org/COPs/active/12750,Thales,
Thales,https://www.unglobalcompact.org/COPs/active/12751,Thales,
Thales,https://www.unglobalcompact.org/COPs/learner/11326,Thales,
Thales,https://www.unglobalcompact.org/COPs/learner/11327,Thales,
Thales,https://www.unglobalcompact.org/COPs/advanced/17610,Thales,
Thales,https://www.unglobalcompact.org/COPs/advanced/17612,Thales,
Thales,https://www.unglobalcompact.org/COPs/advanced/25231,Thales,
Thales,https://www.unglobalcompact.org/COPs/advanced/25211,Thales,
Thales,https://www.unglobalcompact.org/COPs/advanced/90791,Thales,
Thales,https://www.unglobalcompact.org/COPs/advanced/90821,Thales,
The Tata Power Company Limited,https://www.unglobalcompact.org/COPs/active/18156,Tata Power Company Ltd.,
The Tata Power Company Limited,https://www.unglobalcompact.org/COPs/active/12090,Tata Power Company Ltd.,
The Tata Power Company Limited,https://www.unglobalcompact.org/COPs/active/97101,Tata Power Company Ltd.,
The Tata Power Company Limited,https://www.unglobalcompact.org/COPs/active/30831,Tata Power Company Ltd.,
The Timberland Company,https://www.unglobalcompact.org/COPs/active/17139,Timberland,
The Timberland Company,https://www.unglobalcompact.org/COPs/active/12765,Timberland,
The Timberland Company,https://www.unglobalcompact.org/COPs/learner/11423,Timberland,
The Timberland Company,https://www.unglobalcompact.org/COPs/learner/11425,Timberland,
The Timberland Company,https://www.unglobalcompact.org/COPs/learner/22124,Timberland,
The Timberland Company,https://www.unglobalcompact.org/COPs/learner/80061,Timberland,
ThyssenKrupp Group,https://www.unglobalcompact.org/COPs/active/18538,ThyssenKrupp AG,
ThyssenKrupp Group,https://www.unglobalcompact.org/COPs/active/97671,ThyssenKrupp AG,
ThyssenKrupp Group,https://www.unglobalcompact.org/COPs/active/31761,ThyssenKrupp AG,
Tokio Marine Holdings,https://www.unglobalcompact.org/COPs/advanced/123841,"Tokio Marine Holdings, Inc.",
Tokio Marine Holdings,https://www.unglobalcompact.org/COPs/advanced/14964,"Tokio Marine Holdings, Inc.",
Tokio Marine Holdings,https://www.unglobalcompact.org/COPs/advanced/20545,"Tokio Marine Holdings, Inc.",
Tokio Marine Holdings,https://www.unglobalcompact.org/COPs/advanced/55961,"Tokio Marine Holdings, Inc.",
Toppan Printing,https://www.unglobalcompact.org/COPs/active/19516,"Toppan Printing Co., Ltd.",
Toppan Printing,https://www.unglobalcompact.org/COPs/active/14473,"Toppan Printing Co., Ltd.",
Toppan Printing,https://www.unglobalcompact.org/COPs/active/108701,"Toppan Printing Co., Ltd.",
Toppan Printing,https://www.unglobalcompact.org/COPs/active/41821,"Toppan Printing Co., Ltd.",
Twitter,https://www.unglobalcompact.org/COPs/active/15562,The National Projects Foundation,1
Twitter,https://www.unglobalcompact.org/COPs/active/21882,The National Projects Foundation,1
UBI Banca,https://www.unglobalcompact.org/COPs/active/15137,Unione Di Banche Italiane SCPA,
UBI Banca,https://www.unglobalcompact.org/COPs/active/110051,Unione Di Banche Italiane SCPA,
UBI Banca,https://www.unglobalcompact.org/COPs/learner/10742,Unione Di Banche Italiane SCPA,
UBI Banca,https://www.unglobalcompact.org/COPs/active/45541,Unione Di Banche Italiane SCPA,
UBI Banca,https://www.unglobalcompact.org/COPs/learner/19965,Unione Di Banche Italiane SCPA,
Unibail-Rodamco,https://www.unglobalcompact.org/COPs/active/17182,Unibail-Rodamco,
Unibail-Rodamco,https://www.unglobalcompact.org/COPs/active/143451,Unibail-Rodamco,
Unibail-Rodamco,https://www.unglobalcompact.org/COPs/active/12636,Unibail-Rodamco,
Unibail-Rodamco,https://www.unglobalcompact.org/COPs/active/80201,Unibail-Rodamco,
Unibail-Rodamco,https://www.unglobalcompact.org/COPs/active/23206,Unibail-Rodamco,
UniCredit Group,https://www.unglobalcompact.org/COPs/advanced/12862,UniCredit,
UniCredit Group,https://www.unglobalcompact.org/COPs/advanced/17276,UniCredit,
UniCredit Group,https://www.unglobalcompact.org/COPs/advanced/23329,UniCredit,
UniCredit Group,https://www.unglobalcompact.org/COPs/advanced/86361,UniCredit,
Unilever,https://www.unglobalcompact.org/COPs/active/11705,Unilever,
Unilever,https://www.unglobalcompact.org/COPs/advanced/17814,Unilever,
Unilever,https://www.unglobalcompact.org/COPs/advanced/22008,Unilever,
Unilever,https://www.unglobalcompact.org/COPs/advanced/84391,Unilever,
UPM-Kymmene,https://www.unglobalcompact.org/COPs/active/15349,UPM-Kymmene Corporation,
UPM-Kymmene,https://www.unglobalcompact.org/COPs/active/10954,UPM-Kymmene Corporation,
UPM-Kymmene,https://www.unglobalcompact.org/COPs/active/131591,UPM-Kymmene Corporation,
UPM-Kymmene,https://www.unglobalcompact.org/COPs/active/61521,UPM-Kymmene Corporation,
UPM-Kymmene,https://www.unglobalcompact.org/COPs/active/21093,UPM-Kymmene Corporation,
Vestas Wind Systems,https://www.unglobalcompact.org/COPs/active/10738,Vestas Wind Systems A/S,
Vestas Wind Systems,https://www.unglobalcompact.org/COPs/advanced/128011,Vestas Wind Systems A/S,
Vestas Wind Systems,https://www.unglobalcompact.org/COPs/advanced/15291,Vestas Wind Systems A/S,
Vestas Wind Systems,https://www.unglobalcompact.org/COPs/advanced/21198,Vestas Wind Systems A/S,
Vestas Wind Systems,https://www.unglobalcompact.org/COPs/advanced/58201,Vestas Wind Systems A/S,
Westpac Banking Group,https://www.unglobalcompact.org/COPs/active/14317,Westpac Banking Corporation,
Westpac Banking Group,https://www.unglobalcompact.org/COPs/active/113981,Westpac Banking Corporation,
Westpac Banking Group,https://www.unglobalcompact.org/COPs/active/48311,Westpac Banking Corporation,
Westpac Banking Group,https://www.unglobalcompact.org/COPs/active/19761,Westpac Banking Corporation,
Wilmar International,https://www.unglobalcompact.org/COPs/active/96211,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/13713,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/18434,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/23221,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/23222,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/23223,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/85981,Wilmar International Limited,
Wilmar International,https://www.unglobalcompact.org/COPs/learner/85991,Wilmar International Limited,
Wolters Kluwer,https://www.unglobalcompact.org/COPs/active/15579,Wolters Kluwer,
Wolters Kluwer,https://www.unglobalcompact.org/COPs/active/133241,Wolters Kluwer,
Wolters Kluwer,https://www.unglobalcompact.org/COPs/active/64271,Wolters Kluwer,
Wolters Kluwer,https://www.unglobalcompact.org/COPs/active/21320,Wolters Kluwer,
Woolworths,https://www.unglobalcompact.org/COPs/active/11224,Woolworths Limited,
Woolworths,https://www.unglobalcompact.org/COPs/learner/133831,Woolworths Limited,
Woolworths,https://www.unglobalcompact.org/COPs/advanced/15839,Woolworths Limited,
Woolworths,https://www.unglobalcompact.org/COPs/advanced/21631,Woolworths Limited,
Woolworths,https://www.unglobalcompact.org/COPs/advanced/68111,Woolworths Limited,
Yamato Holdings,https://www.unglobalcompact.org/COPs/active/137121,"Yamato Holdings Co., Ltd.",
Yara International,https://www.unglobalcompact.org/COPs/active/15775,Yara International ASA,
Yara International,https://www.unglobalcompact.org/COPs/active/11310,Yara International ASA,
Yara International,https://www.unglobalcompact.org/COPs/learner/23027,Yara International ASA,
Yara International,https://www.unglobalcompact.org/COPs/advanced/151621,Yara International ASA,
Yara International,https://www.unglobalcompact.org/COPs/advanced/79051,Yara International ASA,
Zurich Insurance Group,https://www.unglobalcompact.org/COPs/active/17529,Zurich Insurance Group,
Zurich Insurance Group,https://www.unglobalcompact.org/COPs/active/88411,Zurich Insurance Group,
Zurich Insurance Group,https://www.unglobalcompact.org/COPs/active/24301,Zurich Insurance Group,
