metric,company_name,year,value,source
"Newsweek+Waste Productivity","Dr Pepper Snapple Group","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Dr Pepper Snapple Group","2012","51.9","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Crown Castle International","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Energy Productivity","Crown Castle International","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Greenhouse Gas Productivity","Crown Castle International","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Sustainability Pay Link","Crown Castle International","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Water Productivity","Crown Castle International","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Newsweek Green Score","Crown Castle International","2015","15.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Crown Castle International","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Environmental figures audited","Equity Residential","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Energy Productivity","Equity Residential","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Greenhouse Gas Productivity","Equity Residential","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Sustainability Pay Link","Equity Residential","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Water Productivity","Equity Residential","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Newsweek Green Score","Equity Residential","2015","14.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Equity Residential","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Environmental figures audited","Intuitive Surgical","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Intuitive Surgical","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Intuitive Surgical","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Intuitive Surgical","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Intuitive Surgical","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Intuitive Surgical","2015","15.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Intuitive Surgical","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","CH Robinson Worldwide","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","CH Robinson Worldwide","2015","23.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","CH Robinson Worldwide","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","CH Robinson Worldwide","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","CH Robinson Worldwide","2015","10.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","CH Robinson Worldwide","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","CH Robinson Worldwide","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","CH Robinson Worldwide","2012","54.8","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Avalonbay Communities","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Avalonbay Communities","2015","9.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Avalonbay Communities","2015","5.40","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Avalonbay Communities","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Avalonbay Communities","2015","2.20","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Avalonbay Communities","2015","41.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Avalonbay Communities","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Host Hotels & Resorts","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Host Hotels & Resorts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Host Hotels & Resorts","2015","5.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Host Hotels & Resorts","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Host Hotels & Resorts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Host Hotels & Resorts","2015","39.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Host Hotels & Resorts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Mead Johnson Nutrition","2015","10.80","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Mead Johnson Nutrition","2015","74.70","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Mead Johnson Nutrition","2015","11.70","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Mead Johnson Nutrition","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Mead Johnson Nutrition","2015","13.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Mead Johnson Nutrition","2015","9.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Mead Johnson Nutrition","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Mead Johnson Nutrition","2012","33.6","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Southwestern Energy","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Southwestern Energy","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Southwestern Energy","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Southwestern Energy","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Southwestern Energy","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Southwestern Energy","2015","12.20","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Southwestern Energy","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Health Care REIT","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Health Care REIT","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Health Care REIT","2015","9.20","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Health Care REIT","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Health Care REIT","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Health Care REIT","2015","44.20","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Health Care REIT","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Sun Pharma Industries","2015","5","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Energy Productivity","Sun Pharma Industries","2015","4.20","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Greenhouse Gas Productivity","Sun Pharma Industries","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Sustainability Pay Link","Sun Pharma Industries","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Water Productivity","Sun Pharma Industries","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Newsweek Green Score","Sun Pharma Industries","2015","23.20","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Sun Pharma Industries","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Juniper Networks","2015","13.70","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Juniper Networks","2015","65.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Juniper Networks","2015","8.70","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Juniper Networks","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Juniper Networks","2015","4.60","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Juniper Networks","2015","2.80","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Juniper Networks","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Juniper Networks","2012","67.7","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Universal Health","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Universal Health","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Universal Health","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Universal Health","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Universal Health","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Universal Health","2015","14.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Universal Health","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Universal Health","2012","43.7","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Regeneron Pharmaceuticals","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Energy Productivity","Regeneron Pharmaceuticals","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Greenhouse Gas Productivity","Regeneron Pharmaceuticals","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Sustainability Pay Link","Regeneron Pharmaceuticals","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Water Productivity","Regeneron Pharmaceuticals","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Newsweek Green Score","Regeneron Pharmaceuticals","2015","17.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Regeneron Pharmaceuticals","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Environmental figures audited","Avago Technologies","2015","5","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Energy Productivity","Avago Technologies","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Greenhouse Gas Productivity","Avago Technologies","2015","9.90","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Sustainability Pay Link","Avago Technologies","2015","0","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Water Productivity","Avago Technologies","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Newsweek Green Score","Avago Technologies","2015","27.90","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Avago Technologies","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-world-2015"
"Newsweek+Waste Productivity","Rockwell Collins","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Rockwell Collins","2015","27.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Rockwell Collins","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Rockwell Collins","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Rockwell Collins","2015","4.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Rockwell Collins","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Rockwell Collins","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Rockwell Collins","2012","59.8","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Waste Productivity","Family Dollar Stores","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Family Dollar Stores","2015","26.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Family Dollar Stores","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Family Dollar Stores","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Family Dollar Stores","2015","1.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Family Dollar Stores","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Family Dollar Stores","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Family Dollar Stores","2012","51.4","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Waste Productivity","Mohawk Industries","2015","0.90","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Mohawk Industries","2015","23.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Mohawk Industries","2015","1.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Mohawk Industries","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Mohawk Industries","2015","2.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Mohawk Industries","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Mohawk Industries","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Mohawk Industries","2012","49.8","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Wyndham Worldwide","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Wyndham Worldwide","2015","6.40","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Wyndham Worldwide","2015","8.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Wyndham Worldwide","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Wyndham Worldwide","2015","4.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Wyndham Worldwide","2015","52.60","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Wyndham Worldwide","2015","1.80","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Wyndham Worldwide","2012","63","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Advance Auto Parts","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Advance Auto Parts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Advance Auto Parts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Advance Auto Parts","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Advance Auto Parts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Advance Auto Parts","2015","10.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Advance Auto Parts","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Advance Auto Parts","2012","45.9","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Pioneer Natural Resources","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Pioneer Natural Resources","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Pioneer Natural Resources","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Pioneer Natural Resources","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Pioneer Natural Resources","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Pioneer Natural Resources","2015","1.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Pioneer Natural Resources","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","United Rentals","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","United Rentals","2015","1.50","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","United Rentals","2015","3.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","United Rentals","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","United Rentals","2015","10.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","United Rentals","2015","39.80","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","United Rentals","2015","4.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","Level 3 Communications","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Level 3 Communications","2015","1.60","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Level 3 Communications","2015","2.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Level 3 Communications","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Level 3 Communications","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Level 3 Communications","2015","39.90","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Level 3 Communications","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Level 3 Communications","2012","49.7","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Newsweek Green Score","Yanzhou Coal Mining","2012","31.8","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-global-500-list.html"
"Newsweek+Environmental figures audited","Interpublic Group","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Interpublic Group","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Interpublic Group","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Interpublic Group","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Interpublic Group","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Interpublic Group","2015","15.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Interpublic Group","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Interpublic Group","2012","59.3","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Scripps Networks Interactive","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Scripps Networks Interactive","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Scripps Networks Interactive","2015","8.40","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Scripps Networks Interactive","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Scripps Networks Interactive","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Scripps Networks Interactive","2015","39.40","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Scripps Networks Interactive","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","American Water Works","2015","11.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","American Water Works","2015","68.40","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","American Water Works","2015","15.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","American Water Works","2015","10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","American Water Works","2015","6.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","American Water Works","2015","7.70","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Environmental figures audited","American Water Works","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Tenet Healthcare","2012","48.5","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Newell Rubbermaid","2015","5","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Newell Rubbermaid","2015","5.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Newell Rubbermaid","2015","3.40","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Newell Rubbermaid","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Newell Rubbermaid","2015","12.80","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Newell Rubbermaid","2015","56.60","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Newell Rubbermaid","2015","10.10","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Newell Rubbermaid","2012","47.9","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Newsweek Green Score","Willis Group Holdings","2012","59.5","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Newsweek Green Score","Darden Restaurants","2012","55.9","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Chipotle Mexican Grill","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Chipotle Mexican Grill","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Chipotle Mexican Grill","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Chipotle Mexican Grill","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Chipotle Mexican Grill","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Chipotle Mexican Grill","2015","10.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Waste Productivity","Chipotle Mexican Grill","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Chipotle Mexican Grill","2012","38.5","http://www.newsweek.com/2012/10/22/newsweek-green-rankings-2012-u-s-500-list.html"
"Newsweek+Environmental figures audited","Linear Technology","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Energy Productivity","Linear Technology","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Greenhouse Gas Productivity","Linear Technology","2015","4.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Sustainability Pay Link","Linear Technology","2015","0","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Water Productivity","Linear Technology","2015","0.00","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
"Newsweek+Newsweek Green Score","Linear Technology","2015","17.30","http://www.newsweek.com/green-2015/top-green-companies-u.s.-2015"
