metric,company_name,year,value,source
"Sebastian Jekutsch+CSR Report Available","Commonwealth Bank","2014","Yes","https://www.unglobalcompact.org/system/attachments/cop_2014/105161/original/2014_09_02_UNGC_COP_CBA.docx?1409610782"
"UN Global Compact+CSR Reporting Level","Commonwealth Bank","2014","Active","https://www.unglobalcompact.org/COPs/active/96831"
"Sebastian Jekutsch+CSR Report Available","EDF","2010","Yes","https://www.unglobalcompact.org/system/attachments/10546/original/Kit_EDF-RA2010_va.zip?1306834049"
"UN Global Compact+CSR Reporting Level","EDF","2010","Active","https://www.unglobalcompact.org/COPs/active/11940"
"Sebastian Jekutsch+CSR Report Available","EDF","2011","Yes","https://www.unglobalcompact.org/system/attachments/17173/original/EDF_GC_advanced_criteria.pdf?1346055358"
"UN Global Compact+CSR Reporting Level","EDF","2011","Advanced","https://www.unglobalcompact.org/COPs/advanced/17972"
"Sebastian Jekutsch+CSR Report Available","EDF","2012","Yes","https://www.unglobalcompact.org/system/attachments/30761/original/GC%20advanced%20r%C3%A9ponse%20EDF%20ann%C3%A9e%202012.pdf?1377680681"
"UN Global Compact+CSR Reporting Level","EDF","2012","Advanced","https://www.unglobalcompact.org/COPs/advanced/29741"
"Sebastian Jekutsch+CSR Report Available","EDF","2013","Yes","https://www.unglobalcompact.org/system/attachments/cop_2014/104481/original/EDF___GC_advanced_2013.pdf?1409245249"
"UN Global Compact+CSR Reporting Level","EDF","2013","Advanced","https://www.unglobalcompact.org/COPs/advanced/96131"
"Sebastian Jekutsch+CSR Report Available","Sumitomo Mitsui Financial","2014","Yes","[""https://www.unglobalcompact.org/system/attachments/cop_2015/146711/original/SMFG_CSRreport14_all.pdf?1426744226"", ""https://www.unglobalcompact.org/system/attachments/cop_2015/146721/original/SMFG_CSRreport14e_all.pdf?1426744226"", ""https://www.unglobalcompact.org/system/attachments/cop_2015/146731/original/AnnualReport2603_e_00.pdf?1426744226""]"
"UN Global Compact+CSR Reporting Level","Sumitomo Mitsui Financial","2014","Advanced","https://www.unglobalcompact.org/COPs/advanced/134711"
"Sebastian Jekutsch+CSR Report Available","Sumitomo Mitsui Financial","2011","Yes","[""https://www.unglobalcompact.org/system/attachments/14645/original/2011csr_all.pdf?1332762366"", ""https://www.unglobalcompact.org/system/attachments/14646/original/2011csr2_all.pdf?1332762366"", ""https://www.unglobalcompact.org/system/attachments/14647/original/smfg_gc.pdf?1332762366""]"
"UN Global Compact+CSR Reporting Level","Sumitomo Mitsui Financial","2011","Advanced","https://www.unglobalcompact.org/COPs/advanced/15697"
"Sebastian Jekutsch+CSR Report Available","Sumitomo Mitsui Financial","2012","Yes","https://www.unglobalcompact.org/system/attachments/20963/original/smfg_gc.pdf?1363851606"
"UN Global Compact+CSR Reporting Level","Sumitomo Mitsui Financial","2012","Advanced","https://www.unglobalcompact.org/COPs/advanced/21417"
"Sebastian Jekutsch+CSR Report Available","Sumitomo Mitsui Financial","2013","Yes","[""https://www.unglobalcompact.org/system/attachments/69961/original/%E2%96%A0CSR%E3%83%AC%E3%83%9D%E3%83%BC%E3%83%882013.pdf?1395213853"", ""https://www.unglobalcompact.org/system/attachments/69971/original/CSR_Report_2013_e_SMFG_0122.pdf?1395213853"", ""https://www.unglobalcompact.org/system/attachments/69981/original/Annual_Report_2503.pdf?1395213853""]"
"UN Global Compact+CSR Reporting Level","Sumitomo Mitsui Financial","2013","Advanced","https://www.unglobalcompact.org/COPs/advanced/65271"
"Sebastian Jekutsch+CSR Report Available","Westpac Banking Group","2011","Yes","https://www.unglobalcompact.org/system/attachments/13154/original/WestpacGroup_2011_Annual_Review_1_.pdf?1322536633"
"UN Global Compact+CSR Reporting Level","Westpac Banking Group","2011","Active","https://www.unglobalcompact.org/COPs/active/14317"
"Sebastian Jekutsch+CSR Report Available","Westpac Banking Group","2014","Yes","https://www.unglobalcompact.org/system/attachments/cop_2014/124101/original/Westpac_Group_UNGC_COP_2014.pdf?1416977237"
"UN Global Compact+CSR Reporting Level","Westpac Banking Group","2014","Active","https://www.unglobalcompact.org/COPs/active/113981"
"Sebastian Jekutsch+CSR Report Available","Westpac Banking Group","2013","Yes","[""https://www.unglobalcompact.org/system/attachments/51481/original/UN%20Global%20Compact%20COP_2013_Final.pdf?1386026796"", ""https://www.unglobalcompact.org/system/attachments/51491/original/2013_Annual_Review_and_Sustainability_Report.pdf?1386026796""]"
"UN Global Compact+CSR Reporting Level","Westpac Banking Group","2013","Active","https://www.unglobalcompact.org/COPs/active/48311"
"Sebastian Jekutsch+CSR Report Available","Westpac Banking Group","2012","Yes","[""https://www.unglobalcompact.org/system/attachments/19156/original/2012_Westpac_Group_COP_Letter__UN_Global_Compact_201112.pdf?1354166706"", ""https://www.unglobalcompact.org/system/attachments/19157/original/Westpac_Group_Annual_Review_and_Sustainability_Report_2012.pdf?1354166706""]"
"UN Global Compact+CSR Reporting Level","Westpac Banking Group","2012","Active","https://www.unglobalcompact.org/COPs/active/19761"
"Sebastian Jekutsch+CSR Report Available","Anheuser-Busch InBev","2011","Yes","https://www.unglobalcompact.org/system/attachments/15174/original/ABI_CSR11_Global.pdf?1335910528"
"UN Global Compact+CSR Reporting Level","Anheuser-Busch InBev","2011","Active","https://www.unglobalcompact.org/COPs/active/16181"
"Sebastian Jekutsch+CSR Report Available","Anheuser-Busch InBev","2015","Yes","https://www.unglobalcompact.org/system/attachments/cop_2015/156971/original/AB_InBev_GCR_2014_FINAL_REPORT_%2804-29-15%29.pdf?1430483143"
"UN Global Compact+CSR Reporting Level","Anheuser-Busch InBev","2015","Active","https://www.unglobalcompact.org/COPs/active/143991"
"Sebastian Jekutsch+CSR Report Available","Anheuser-Busch InBev","2010","Yes","https://www.unglobalcompact.org/system/attachments/10425/original/FINAL_2010_ABI_GCR_Posted_May_2011_ABI_site.pdf?1306205349"
"UN Global Compact+CSR Reporting Level","Anheuser-Busch InBev","2010","Active","https://www.unglobalcompact.org/COPs/active/11823"
"Sebastian Jekutsch+CSR Report Available","Anheuser-Busch InBev","2013","Yes","https://www.unglobalcompact.org/system/attachments/78591/original/ABI_2013_GCR_REPORT_%2805-01-14%29.pdf?1398969553"
"UN Global Compact+CSR Reporting Level","Anheuser-Busch InBev","2013","Active","https://www.unglobalcompact.org/COPs/active/73091"
"Sebastian Jekutsch+CSR Report Available","Anheuser-Busch InBev","2012","Yes","https://www.unglobalcompact.org/system/attachments/21705/original/2012_GCR.pdf?1367410553"
"UN Global Compact+CSR Reporting Level","Anheuser-Busch InBev","2012","Active","https://www.unglobalcompact.org/COPs/active/22078"
"Sebastian Jekutsch+CSR Report Available","National Australia Bank","2012","Yes","[""https://www.unglobalcompact.org/system/attachments/14769/original/NAB_COP_2012.pdf?1333331844"", ""https://www.unglobalcompact.org/system/attachments/14770/original/NAB_CEO_Letter_2012.pdf?1333331844""]"
"UN Global Compact+CSR Reporting Level","National Australia Bank","2012","Active","https://www.unglobalcompact.org/COPs/active/15810"
"Sebastian Jekutsch+CSR Report Available","National Australia Bank","2013","Yes","[""https://www.unglobalcompact.org/system/attachments/21144/original/NAB_COP_2013.pdf?1364865725"", ""https://www.unglobalcompact.org/system/attachments/21145/original/NAB_CEO_Letter_2013.pdf?1364865725""]"
"UN Global Compact+CSR Reporting Level","National Australia Bank","2013","Active","https://www.unglobalcompact.org/COPs/active/21587"
"Sebastian Jekutsch+CSR Report Available","National Australia Bank","2014","Yes","[""https://www.unglobalcompact.org/system/attachments/71571/original/NAB_COP_2014.pdf?1395963088"", ""https://www.unglobalcompact.org/system/attachments/71581/original/NAB_CEO_Letter_2014.pdf?1395963088""]"
"UN Global Compact+CSR Reporting Level","National Australia Bank","2014","Advanced","https://www.unglobalcompact.org/COPs/advanced/66751"
"Sebastian Jekutsch+CSR Report Available","Zurich Insurance Group","2012","Yes","https://www.unglobalcompact.org/system/attachments/16695/original/20122007_Zurich_UN_Global_Compact_Final.pdf?1342782470"
"UN Global Compact+CSR Reporting Level","Zurich Insurance Group","2012","Active","https://www.unglobalcompact.org/COPs/active/17529"
"Sebastian Jekutsch+CSR Report Available","Zurich Insurance Group","2014","Yes","https://www.unglobalcompact.org/system/attachments/cop_2014/96311/original/united-nations-global-compact-2014.PDF?1405422440"
"UN Global Compact+CSR Reporting Level","Zurich Insurance Group","2014","Active","https://www.unglobalcompact.org/COPs/active/88411"
"Sebastian Jekutsch+CSR Report Available","Zurich Insurance Group","2013","Yes","https://www.unglobalcompact.org/system/attachments/24231/original/20131807_Zurich_UN_Global_Compact_Final.pdf?1374151666"
"UN Global Compact+CSR Reporting Level","Zurich Insurance Group","2013","Active","https://www.unglobalcompact.org/COPs/active/24301"
"Sebastian Jekutsch+CSR Report Available","Credit Agricole","2010","Yes","https://www.unglobalcompact.org/system/attachments/9872/original/Doc_de_ref_GB_Credit_AgricoleSA.pdf?1302592367"
"UN Global Compact+CSR Reporting Level","Credit Agricole","2010","Active","https://www.unglobalcompact.org/COPs/active/11307"
"Sebastian Jekutsch+CSR Report Available","Credit Agricole","2014","Yes","https://www.unglobalcompact.org/system/attachments/70701/original/DDR_2013_VF_RSE.pdf?1395652559"
"UN Global Compact+CSR Reporting Level","Credit Agricole","2014","Active","https://www.unglobalcompact.org/COPs/active/65901"
"Sebastian Jekutsch+CSR Report Available","Credit Agricole","2011","Yes","https://www.unglobalcompact.org/system/attachments/14777/original/Registration_document_2011_CASA.pdf?1333375341"
"UN Global Compact+CSR Reporting Level","Credit Agricole","2011","Learner","https://www.unglobalcompact.org/COPs/learner/15818"
"Sebastian Jekutsch+CSR Report Available","Credit Agricole","2012","Yes","https://www.unglobalcompact.org/system/attachments/21001/original/DDR_2012_CSR_part.pdf?1363958277"
"UN Global Compact+CSR Reporting Level","Credit Agricole","2012","Learner","https://www.unglobalcompact.org/COPs/learner/21452"
"PERI at University of Massachusetts Amherst+Toxic Incineration Transfers","United Technologies","2013","0.01","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic 100 Air Polluters Rank","United Technologies","2013","33","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Score","United Technologies","2013","735,352","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Air Releases","United Technologies","2013","0.12","http://www.peri.umass.edu/toxicair_current/"
"Sebastian Jekutsch+CSR Report Available","Bank of Nova Scotia","2011","Yes","[""https://www.unglobalcompact.org/system/attachments/15405/original/CSR_Report_2011_English.pdf?1337105896"", ""https://www.unglobalcompact.org/system/attachments/15406/original/CSR_Report_2011_French.pdf?1337105896"", ""https://www.unglobalcompact.org/system/attachments/15407/original/CSR_Report_2011_Spanish.pdf?1337105897""]"
"UN Global Compact+CSR Reporting Level","Bank of Nova Scotia","2011","Active","https://www.unglobalcompact.org/COPs/active/16407"
"Sebastian Jekutsch+CSR Report Available","Bank of Nova Scotia","2015","Yes","[""https://www.unglobalcompact.org/system/attachments/cop_2015/159771/original/Scotiabank_2014_Corporate_Social_Responsibility_Report.pdf?1431544325"", ""https://www.unglobalcompact.org/system/attachments/cop_2015/159781/original/Scotiabank_2014_Corporate_Social_Responsibility_Report_FRENCH.pdf?1431544325"", ""https://www.unglobalcompact.org/system/attachments/cop_2015/159791/original/Scotiabank_2014_Corporate_Social_Responsibility_Report_SPANISH.pdf?1431544325""]"
"UN Global Compact+CSR Reporting Level","Bank of Nova Scotia","2015","Active","https://www.unglobalcompact.org/COPs/active/146231"
"Sebastian Jekutsch+CSR Report Available","Bank of Nova Scotia","2010","Yes","[""https://www.unglobalcompact.org/system/attachments/10652/original/CSR10_final_eng.pdf?1307479069"", ""https://www.unglobalcompact.org/system/attachments/10653/original/CSR10_FRE.pdf?1307479069"", ""https://www.unglobalcompact.org/system/attachments/10654/original/CSR10_SPA_full_report_.pdf?1307479069""]"
"UN Global Compact+CSR Reporting Level","Bank of Nova Scotia","2010","Active","https://www.unglobalcompact.org/COPs/active/12039"
"Sebastian Jekutsch+CSR Report Available","Bank of Nova Scotia","2012","Yes","[""https://www.unglobalcompact.org/system/attachments/21961/original/CSR2012_FR.pdf?1368455304"", ""https://www.unglobalcompact.org/system/attachments/21962/original/CSR2012_SP.pdf?1368455304"", ""https://www.unglobalcompact.org/system/attachments/22032/original/CSR_2012_EN.pdf?1368633825""]"
"UN Global Compact+CSR Reporting Level","Bank of Nova Scotia","2012","Active","https://www.unglobalcompact.org/COPs/active/22285"
"Sebastian Jekutsch+CSR Report Available","Bank of Nova Scotia","2013","Yes","https://www.unglobalcompact.org/system/attachments/80851/original/Final_2013_CSRReport-_ENG.pdf?1399985507"
"UN Global Compact+CSR Reporting Level","Bank of Nova Scotia","2013","Active","https://www.unglobalcompact.org/COPs/active/75151"
"PERI at University of Massachusetts Amherst+Toxic Incineration Transfers","Saudi Basic Industries","2013","6.51","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic 100 Air Polluters Rank","Saudi Basic Industries","2013","80","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Score","Saudi Basic Industries","2013","170,864","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Air Releases","Saudi Basic Industries","2013","2.67","http://www.peri.umass.edu/toxicair_current/"
"Sebastian Jekutsch+CSR Report Available","Saudi Basic Industries","2014","Yes","[""https://www.unglobalcompact.org/system/attachments/cop_2014/105321/original/23733_UN_Global_Compact_CEO_Letter.pdf?1409658837"", ""https://www.unglobalcompact.org/system/attachments/cop_2014/105331/original/SABIC_Sustainability_Report_2013.pdf?1409658837""]"
"UN Global Compact+CSR Reporting Level","Saudi Basic Industries","2014","Active","https://www.unglobalcompact.org/COPs/active/96961"
"Sebastian Jekutsch+CSR Report Available","Saudi Basic Industries","2012","Yes","[""https://www.unglobalcompact.org/system/attachments/31961/original/Mr.%20Al-Mady%20letter%20to%20Mr.%20Ban%20Ki-moon.pdf?1378301641"", ""https://www.unglobalcompact.org/system/attachments/43901/original/SABIC_Sustainability_Report_v17_101013.pdf?1383249615""]"
"UN Global Compact+CSR Reporting Level","Saudi Basic Industries","2012","Active","https://www.unglobalcompact.org/COPs/active/30861"
"Sebastian Jekutsch+CSR Report Available","Mizuho Financial","2012","Yes","[""https://www.unglobalcompact.org/system/attachments/17843/original/CSRreport2012_MizuhoFinancialGroup_eng.pdf?1349423703"", ""https://www.unglobalcompact.org/system/attachments/17844/original/CSRreport2012_MizuhoFinancilaGroup_jpn.pdf?1349423704""]"
"UN Global Compact+CSR Reporting Level","Mizuho Financial","2012","Active","https://www.unglobalcompact.org/COPs/active/18560"
"Sebastian Jekutsch+CSR Report Available","Mizuho Financial","2014","Yes","[""https://www.unglobalcompact.org/system/attachments/cop_2014/112011/original/CSR_report_2014%28highlights%29_Mizuho_Financial_Group_en.pdf?1412331364"", ""https://www.unglobalcompact.org/system/attachments/cop_2014/112021/original/CSR_report_2014%28highlights%29_Mizuho_Financial_Group_japanese.pdf?1412331365""]"
"UN Global Compact+CSR Reporting Level","Mizuho Financial","2014","Active","https://www.unglobalcompact.org/COPs/active/103321"
"Sebastian Jekutsch+CSR Report Available","Mizuho Financial","2011","Yes","[""https://www.unglobalcompact.org/system/attachments/12222/original/Mizuho_CSR_Report2011_english.pdf?1317810446"", ""https://www.unglobalcompact.org/system/attachments/12223/original/Mizuho_CSR_Report2011_japanese.pdf?1317810446""]"
"UN Global Compact+CSR Reporting Level","Mizuho Financial","2011","Active","https://www.unglobalcompact.org/COPs/active/13439"
"Sebastian Jekutsch+CSR Report Available","Mizuho Financial","2013","Yes","[""https://www.unglobalcompact.org/system/attachments/37671/original/CSR%20report%202013_Mizuho%20Financial%20Group_eng.pdf?1380878744"", ""https://www.unglobalcompact.org/system/attachments/37681/original/CSR%20report%202013_Mizuho%20Financial%20Group_jpn.pdf?1380878744""]"
"UN Global Compact+CSR Reporting Level","Mizuho Financial","2013","Active","https://www.unglobalcompact.org/COPs/active/35981"
"Sebastian Jekutsch+CSR Report Available","Credit Suisse Group","2011","Yes","https://www.unglobalcompact.org/system/attachments/15041/original/csg_crr_2011_en.pdf?1335183717"
"UN Global Compact+CSR Reporting Level","Credit Suisse Group","2011","Active","https://www.unglobalcompact.org/COPs/active/16050"
"Sebastian Jekutsch+CSR Report Available","Credit Suisse Group","2014","Yes","https://www.unglobalcompact.org/system/attachments/cop_2015/154741/original/COP_Credit_Suisse_April_2015.pdf?1429649408"
"UN Global Compact+CSR Reporting Level","Credit Suisse Group","2014","Active","https://www.unglobalcompact.org/COPs/active/141951"
"Sebastian Jekutsch+CSR Report Available","Credit Suisse Group","2010","Yes","https://www.unglobalcompact.org/system/attachments/10038/original/csg_crr_2010_en.pdf?1303833262"
"UN Global Compact+CSR Reporting Level","Credit Suisse Group","2010","Active","https://www.unglobalcompact.org/COPs/active/11463"
"Sebastian Jekutsch+CSR Report Available","Credit Suisse Group","2013","Yes","https://www.unglobalcompact.org/system/attachments/76431/original/UNGC_COP_April_2014.pdf?1398149675"
"UN Global Compact+CSR Reporting Level","Credit Suisse Group","2013","Active","https://www.unglobalcompact.org/COPs/active/71021"
"Sebastian Jekutsch+CSR Report Available","Credit Suisse Group","2012","Yes","https://www.unglobalcompact.org/system/attachments/21501/original/UNGC_COP_2012.pdf?1366609190"
"UN Global Compact+CSR Reporting Level","Credit Suisse Group","2012","Active","https://www.unglobalcompact.org/COPs/active/21892"
"Sebastian Jekutsch+CSR Report Available","IKEA","2011","Yes","[""https://www.unglobalcompact.org/system/attachments/14316/original/sustainability_report_FY11.pdf?1330679674"", ""https://www.unglobalcompact.org/system/attachments/14317/original/group_approach_sustainability_FY11.pdf?1330679674""]"
"UN Global Compact+CSR Reporting Level","IKEA","2011","Active","https://www.unglobalcompact.org/COPs/active/15377"
"Sebastian Jekutsch+CSR Report Available","IKEA","2010","Yes","https://www.unglobalcompact.org/system/attachments/9713/original/IKEA_Sustainability_Report_2010.pdf?1301312818"
"UN Global Compact+CSR Reporting Level","IKEA","2010","Active","https://www.unglobalcompact.org/COPs/active/11142"
"Sebastian Jekutsch+CSR Report Available","IKEA","2014","Yes","[""https://www.unglobalcompact.org/system/attachments/cop_2015/141231/original/IKEA_Group_Sustainability_Report_FY14_FINAL.pdf?1424350839"", ""https://www.unglobalcompact.org/system/attachments/cop_2015/141241/original/IKEA_Group_CEO_statement_of_support_for_UNGC_Feb_2015.pdf?1424350839""]"
"UN Global Compact+CSR Reporting Level","IKEA","2014","Active","https://www.unglobalcompact.org/COPs/active/129471"
"Sebastian Jekutsch+CSR Report Available","IKEA","2013","Yes","[""https://www.unglobalcompact.org/system/attachments/65131/original/Sustainability_Report_FY13_FINAL.pdf?1392815705"", ""https://www.unglobalcompact.org/system/attachments/65141/original/IKEA_Group_CEO_statement_of_support_FY13.pdf?1392815705""]"
"UN Global Compact+CSR Reporting Level","IKEA","2013","Active","https://www.unglobalcompact.org/COPs/active/60701"
"Sebastian Jekutsch+CSR Report Available","IKEA","2012","Yes","[""https://www.unglobalcompact.org/system/attachments/20685/original/IKEA_Group_Sustainability_Report_FY12_FINAL.pdf?1362392041"", ""https://www.unglobalcompact.org/system/attachments/20686/original/IKEA_Group_UNGC_statement_of_support.pdf?1362392041""]"
"UN Global Compact+CSR Reporting Level","IKEA","2012","Active","https://www.unglobalcompact.org/COPs/active/21154"
"Sebastian Jekutsch+CSR Report Available","Standard Chartered","2011","Yes","https://www.unglobalcompact.org/system/attachments/14653/original/highlights_english_scb_sr2011.pdf?1332779753"
"UN Global Compact+CSR Reporting Level","Standard Chartered","2011","Active","https://www.unglobalcompact.org/COPs/active/15702"
"Sebastian Jekutsch+CSR Report Available","Standard Chartered","2014","Yes","[""https://www.unglobalcompact.org/system/attachments/cop_2015/151181/original/2014-Standard-Chartered-Annual-Report.pdf?1428415088"", ""https://www.unglobalcompact.org/system/attachments/cop_2015/151191/original/2014-Standard-Chartered-Sustainability-Summary.pdf?1428415089""]"
"UN Global Compact+CSR Reporting Level","Standard Chartered","2014","Active","https://www.unglobalcompact.org/COPs/active/138851"
"Sebastian Jekutsch+CSR Report Available","Standard Chartered","2010","Yes","https://www.unglobalcompact.org/system/attachments/9931/original/SCSustainabilityReviewHighlights2010.pdf?1302878055"
"UN Global Compact+CSR Reporting Level","Standard Chartered","2010","Active","https://www.unglobalcompact.org/COPs/active/11368"
"Sebastian Jekutsch+CSR Report Available","Standard Chartered","2013","Yes","https://www.unglobalcompact.org/system/attachments/73711/original/2013-Sustainability_Review.pdf?1396966373"
"UN Global Compact+CSR Reporting Level","Standard Chartered","2013","Active","https://www.unglobalcompact.org/COPs/active/68671"
"Sebastian Jekutsch+CSR Report Available","Standard Chartered","2012","Yes","https://www.unglobalcompact.org/system/attachments/21662/original/Standard_Chartered_Sustainability_Review_2012_Highlights_english.pdf?1367254132"
"UN Global Compact+CSR Reporting Level","Standard Chartered","2012","Active","https://www.unglobalcompact.org/COPs/active/22040"
"PERI at University of Massachusetts Amherst+Toxic Incineration Transfers","Occidental Petroleum","2013","7.70","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic 100 Air Polluters Rank","Occidental Petroleum","2013","19","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Score","Occidental Petroleum","2013","1,040,195","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Air Releases","Occidental Petroleum","2013","1.01","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Incineration Transfers","Honeywell International","2013","2.75","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic 100 Air Polluters Rank","Honeywell International","2013","23","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Score","Honeywell International","2013","953,990","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Air Releases","Honeywell International","2013","4.62","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Incineration Transfers","EI du Pont de Nemours","2013","22.01","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic 100 Air Polluters Rank","EI du Pont de Nemours","2013","1","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Score","EI du Pont de Nemours","2013","7,086,303","http://www.peri.umass.edu/toxicair_current/"
"PERI at University of Massachusetts Amherst+Toxic Air Releases","EI du Pont de Nemours","2013","10.94","http://www.peri.umass.edu/toxicair_current/"
"Sebastian Jekutsch+CSR Report Available","EI du Pont de Nemours","2013","Yes","https://www.unglobalcompact.org/system/attachments/cop_2014/125961/original/DuPont2014GRIReport.pdf?1417559497"
"UN Global Compact+CSR Reporting Level","EI du Pont de Nemours","2013","Active","https://www.unglobalcompact.org/COPs/active/115641"
"Sebastian Jekutsch+CSR Report Available","EI du Pont de Nemours","2012","Yes","https://www.unglobalcompact.org/system/attachments/51501/original/DuPont%202013%20Global%20Reporting%20Initiative%20Report_Final.pdf?1386043282"
