wikirate_company_name,wikirate_id,wikipedia_company_page
General Motors Company,38122,https://en.wikipedia.org/wiki/General_Motors
Hess,61288,https://en.wikipedia.org/wiki/Hess_Corporation
Home Depot,56763,https://en.wikipedia.org/wiki/The_Home_Depot
Honeywell International,47595,https://en.wikipedia.org/wiki/Honeywell
Humana,48037,https://en.wikipedia.org/wiki/Humana
Ingram Micro,58111,https://en.wikipedia.org/wiki/Ingram_Micro
Johnson Controls,47853,https://en.wikipedia.org/wiki/Johnson_Controls
Kraft Foods Group Inc.,9430,https://en.wikipedia.org/wiki/Kraft_Foods
Marathon Oil,56940,https://en.wikipedia.org/wiki/Marathon_Oil
McKesson,47728,https://en.wikipedia.org/wiki/McKesson_Corporation
MetLife,967727,https://en.wikipedia.org/wiki/MetLife
Morgan Stanley,47455,https://en.wikipedia.org/wiki/Morgan_Stanley
Murphy Oil,57296,https://en.wikipedia.org/wiki/Murphy_Oil_Corporation
Northrop Grumman,47910,https://en.wikipedia.org/wiki/Northrop_Grumman
Occidental Petroleum,47574,https://en.wikipedia.org/wiki/Occidental_Petroleum
Philip Morris International,7300,https://en.wikipedia.org/wiki/Philip_Morris_USA
Prudential Financial,48053,https://en.wikipedia.org/wiki/Prudential_Financial
Rite Aid,58291,https://en.wikipedia.org/wiki/Rite_Aid
Safeway Inc.,42619,https://en.wikipedia.org/wiki/Safeway_Inc.
Sysco,48336,https://en.wikipedia.org/wiki/Sysco_Corporation
Tyson Foods,8037,https://en.wikipedia.org/wiki/Tyson_Foods
Valero Energy,56795,https://en.wikipedia.org/wiki/Valero_Energy_Corporation
Wells Fargo,56685,https://en.wikipedia.org/wiki/Wells_Fargo
Delta Air Lines,56791,https://en.wikipedia.org/wiki/Delta_Air_Lines
Express Scripts,47591,https://en.wikipedia.org/wiki/Express_Scripts
JPMorgan Chase & Co.,42390,https://en.wikipedia.org/wiki/JPMorgan_Chase
Marathon Petroleum,47771,https://en.wikipedia.org/wiki/Marathon_Petroleum
Phillips 66,56767,https://en.wikipedia.org/wiki/Phillips_66
Credit Suisse Group,47459,https://en.wikipedia.org/wiki/Credit_Suisse
Eastman Chemical,48783,https://en.wikipedia.org/wiki/Eastman_Chemical_Company
Koch Industries,48262,https://en.wikipedia.org/wiki/Koch_Industries
Allegheny Technologies,860234,https://en.wikipedia.org/wiki/Allegheny_Technologies
Precision Castparts,48313,https://en.wikipedia.org/wiki/Precision_Castparts_Corp.
Alliant Techsystems,862593,https://en.wikipedia.org/wiki/Alliant_Techsystems
Alcoa Inc.,61259,https://en.wikipedia.org/wiki/Alcoa
American Electric,47906,https://en.wikipedia.org/wiki/American_Electric_Power
PPG Industries,57029,https://en.wikipedia.org/wiki/PPG_Industries
United Technologies Corporation,774088,https://en.wikipedia.org/wiki/United_Technologies_Corporation
Owens Corning,859324,https://en.wikipedia.org/wiki/Owens_Corning
Halliburton Company,4393,https://en.wikipedia.org/wiki/Halliburton
Air Products & Chemicals,48443,https://en.wikipedia.org/wiki/Air_Products_%26_Chemicals
Chevron Corporation,932,https://en.wikipedia.org/wiki/Chevron_Corporation
Ashland,56310,https://en.wikipedia.org/wiki/Ashland_Inc.
Textron,48964,https://en.wikipedia.org/wiki/Textron
SPX Corporation,860916,https://en.wikipedia.org/wiki/SPX_Corporation
DTE Energy,57393,https://en.wikipedia.org/wiki/DTE_Energy
AK Steel Holding,863273,https://en.wikipedia.org/wiki/AK_Steel_Holding
Celanese,61275,https://en.wikipedia.org/wiki/Celanese_Corporation
Nucor,48616,https://en.wikipedia.org/wiki/Nucor
Dover,57593,https://en.wikipedia.org/wiki/Dover_Corporation
Exelon Corporation,56580,https://en.wikipedia.org/wiki/Exelon
Boeing,61280,https://en.wikipedia.org/wiki/Boeing
Commercial Metals Company,859182,https://en.wikipedia.org/wiki/Commercial_Metals_Company
Dominion Resources,47865,https://en.wikipedia.org/wiki/Dominion_Resources
Caterpillar,56298,https://en.wikipedia.org/wiki/Caterpillar_Inc.
3M Company,56019,https://en.wikipedia.org/wiki/3M
Danaher,47767,https://en.wikipedia.org/wiki/Danaher_Corporation
National Oilwell Varco,857369,https://en.wikipedia.org/wiki/National_Oilwell_Varco
Gilead Sciences,56668,https://en.wikipedia.org/wiki/Gilead_Sciences
AbbVie,47751,https://en.wikipedia.org/wiki/AbbVie
Daiichi Sankyo,56680,https://en.wikipedia.org/wiki/Daiichi_Sankyo
NestlΓ©,6373,https://en.wikipedia.org/wiki/Nestl%C3%A9
ConAgra Foods,57256,https://en.wikipedia.org/wiki/ConAgra_Foods
Louis Vuitton Malletier SA,8979,https://en.wikipedia.org/wiki/Louis_Vuitton
L'OrΓ©al Group,7657,https://en.wikipedia.org/wiki/L%27Or%C3%A9al
Skanska,48763,https://en.wikipedia.org/wiki/Skanska
ABB,56023,https://en.wikipedia.org/wiki/ABB_Group
Sika,50184,https://en.wikipedia.org/wiki/Sika_AG
Bridgestone,47801,https://en.wikipedia.org/wiki/Bridgestone
Mitsubishi Chemical,48674,https://en.wikipedia.org/wiki/Mitsubishi_Chemical
Osaka Gas,57978,https://en.wikipedia.org/wiki/Osaka_Gas
Sumitomo Rubber,58666,https://en.wikipedia.org/wiki/Sumitomo_Rubber_Industries,_Ltd.
Taiheiyo Cement,50968,https://en.wikipedia.org/wiki/Taiheiyo_Cement
Toyota Industries,48069,https://en.wikipedia.org/wiki/Toyota_Industries
Acer Inc.,37219,https://en.wikipedia.org/wiki/Acer_Inc.
PTT Global Chemical,56439,https://en.wikipedia.org/wiki/PTT_Public_Company_Limited
Accenture,56027,https://en.wikipedia.org/wiki/Accenture
CH2M HILL,51257,https://en.wikipedia.org/wiki/CH2M_Hill
Monsanto Company,9216,https://en.wikipedia.org/wiki/Monsanto
Goodyear Tire & Rubber Company,61271,https://en.wikipedia.org/wiki/Goodyear_Tire_and_Rubber_Company
Whirlpool,56392,https://en.wikipedia.org/wiki/Whirlpool_Corporation
Yum! Brands Inc.,13817,https://en.wikipedia.org/wiki/Yum!_Brands
Viacom,47966,https://en.wikipedia.org/wiki/Viacom
Adobe Systems,60906,https://en.wikipedia.org/wiki/Adobe_Systems
Sony Corporation,28892,https://en.wikipedia.org/wiki/Sony
La-Z-Boy,862828,https://en.wikipedia.org/wiki/La-Z-Boy
Leggett & Platt,861423,https://en.wikipedia.org/wiki/Leggett_%26_Platt
HNI Corporation,869839,https://en.wikipedia.org/wiki/HNI_Corporation
Masco,50479,https://en.wikipedia.org/wiki/Masco_Corporation
Amgen,47603,https://en.wikipedia.org/wiki/Amgen
Tempur-Pedic,858873,https://en.wikipedia.org/wiki/Tempur-Pedic
Southwest Airlines,48413,https://en.wikipedia.org/wiki/Southwest_Airlines
American Airlines,926125,https://en.wikipedia.org/wiki/American_Airlines
JetBlue,862189,https://en.wikipedia.org/wiki/JetBlue_Airways
Newell Rubbermaid,50223,https://en.wikipedia.org/wiki/Newell_Rubbermaid
CBS,56932,https://en.wikipedia.org/wiki/CBS_Corporation
U.S. Bancorp,170691,https://en.wikipedia.org/wiki/U.S._Bancorp
Capital One Financial,47562,https://en.wikipedia.org/wiki/Capital_One
Burger King Worldwide,5204,https://en.wikipedia.org/wiki/Burger_King
Regions Financial,48409,https://en.wikipedia.org/wiki/Regions_Financial_Corporation
Bio-Rad Laboratories,859808,https://en.wikipedia.org/wiki/Bio-Rad_Laboratories
Bruker,875052,https://en.wikipedia.org/wiki/Bruker
Huntsman,61263,https://en.wikipedia.org/wiki/Huntsman_Corporation
Las Vegas Sands,47927,https://en.wikipedia.org/wiki/Las_Vegas_Sands_Corp.
Raytheon,47887,https://en.wikipedia.org/wiki/Raytheon
Alstom,48156,https://en.wikipedia.org/wiki/Alstom
Sojitz,49539,https://en.wikipedia.org/wiki/Sojitz
Baker Hughes,56960,https://en.wikipedia.org/wiki/Baker_Hughes
TE Connectivity Ltd.,37401,https://en.wikipedia.org/wiki/TE_Connectivity
Dun & Bradstreet,56185,https://en.wikipedia.org/wiki/Dun_%26_Bradstreet
Wynn Resorts,57778,https://en.wikipedia.org/wiki/Wynn_Resorts
Harris,56322,https://en.wikipedia.org/wiki/Harris_Corporation
NCR,50465,https://en.wikipedia.org/wiki/NCR_Corporation
Olympus,795778,https://en.wikipedia.org/wiki/Olympus_company
Agilent Technologies,48960,https://en.wikipedia.org/wiki/Agilent_Technologies
Ericsson,44417,https://en.wikipedia.org/wiki/Ericsson
Juniper Networks,49792,https://en.wikipedia.org/wiki/Juniper_Networks
Bank of New York Mellon,47670,https://en.wikipedia.org/wiki/The_Bank_of_New_York_Mellon_Corporation
General Cable,862653,https://en.wikipedia.org/wiki/General_Cable
Mead Johnson Nutrition,49659,https://en.wikipedia.org/wiki/Mead_Johnson
Quanta Services,50152,https://en.wikipedia.org/wiki/Quanta_Services
Teliasonera,47861,https://en.wikipedia.org/wiki/TeliaSonera
Xylem Inc.,860510,https://en.wikipedia.org/wiki/Xylem_Inc.
Alexion Pharmaceuticals,50426,https://en.wikipedia.org/wiki/Alexion_Pharmaceuticals
Bank of India,57750,https://en.wikipedia.org/wiki/Bank_of_India
CR Bard,48591,https://en.wikipedia.org/wiki/C._R._Bard,_Inc.
Parker-Hannifin,57336,https://en.wikipedia.org/wiki/Parker_Hannifin_Corporation
Sumitomo Corp,56836,https://en.wikipedia.org/wiki/Sumitomo
Roper Industries,58351,https://en.wikipedia.org/wiki/Roper_Industries
JC Penney,51397,https://en.wikipedia.org/wiki/J._C._Penney
Mitsubishi Electric,47902,https://en.wikipedia.org/wiki/Mitsubishi_Electric
Kimberly-Clark Corporation,47951,https://en.wikipedia.org/wiki/Kimberly-Clark
Mars Inc.,6526,https://en.wikipedia.org/wiki/Mars,_Incorporated
Skechers USA Inc,866417,https://en.wikipedia.org/wiki/Skechers
Archer Daniels Midland,6370,https://en.wikipedia.org/wiki/Archer_Daniels_Midland
VF,61104,https://en.wikipedia.org/wiki/VF_Corporation
Saint-Gobain,61267,https://en.wikipedia.org/wiki/Saint-Gobain
Pernod Ricard,56972,https://en.wikipedia.org/wiki/Pernod_Ricard
Macy's,61176,https://en.wikipedia.org/wiki/Macy%27s
Priceline.com,57364,https://en.wikipedia.org/wiki/Priceline.com
MasterCard,56601,https://en.wikipedia.org/wiki/MasterCard
CVS Health,126698,https://en.wikipedia.org/wiki/CVS_Caremark
Twitter,61140,https://en.wikipedia.org/wiki/Twitter
Costco Wholesale,47675,https://en.wikipedia.org/wiki/Costco
Glencore International,48011,https://en.wikipedia.org/wiki/Glencore
Sberbank,56707,https://en.wikipedia.org/wiki/Sberbank
The Coca Cola Company,8912,https://en.wikipedia.org/wiki/The_Coca-Cola_Company
DSV,51033,https://en.wikipedia.org/wiki/DSV_(company)
AutoZone,48891,https://en.wikipedia.org/wiki/AutoZone
David Jones Limited,170628,https://en.wikipedia.org/wiki/David_Jones_Limited
BB&T,56888,https://en.wikipedia.org/wiki/BB%26T
Babcock & Wilcox Enterprises Inc,852936,https://en.wikipedia.org/wiki/Babcock_%26_Wilcox
Discover Financial Services,47919,https://en.wikipedia.org/wiki/Discover_Financial
Neiman Marcus Group LTD Inc.,864886,https://en.wikipedia.org/wiki/Neiman_Marcus_Group
Suncorp Group,57163,https://en.wikipedia.org/wiki/Suncorp_Group
Suzuki Motor,57021,https://en.wikipedia.org/wiki/Suzuki
Kerry Group,58415,https://en.wikipedia.org/wiki/Kerry_Group
SMC Corp,57958,https://en.wikipedia.org/wiki/SMC_Corporation
Abengoa,49842,https://en.wikipedia.org/wiki/Abengoa
Sino Land,58528,https://en.wikipedia.org/wiki/Sino_Land
The Toro Company,856179,https://en.wikipedia.org/wiki/The_Toro_Company
Bankinter,49706,https://en.wikipedia.org/wiki/Bankinter
Hong Kong & China Gas,49113,https://en.wikipedia.org/wiki/The_Hong_Kong_and_China_Gas_Company
Keppel Corp,51401,https://en.wikipedia.org/wiki/Keppel_Corporation
Sampo,48019,https://en.wikipedia.org/wiki/Sampo_Group
Meritor Inc.,776761,https://en.wikipedia.org/wiki/Meritor
Exide Technologies Inc.,869110,https://en.wikipedia.org/wiki/Exide
Strauss Group,975170,https://en.wikipedia.org/wiki/Strauss-Elite
Cerner,50031,https://en.wikipedia.org/wiki/Cerner
RPM International Inc.,856217,https://en.wikipedia.org/wiki/RPM_International
JM Smucker,58115,https://en.wikipedia.org/wiki/The_J.M._Smucker_Company
Toyota Tsusho,57118,https://en.wikipedia.org/wiki/Toyota_Tsusho_Corporation
Snap-on Inc.,858273,https://en.wikipedia.org/wiki/Snap-On
Nippon Steel Trading,51111,https://en.wikipedia.org/wiki/Nippon_Steel_Trading
S-Oil,49585,https://en.wikipedia.org/wiki/S-Oil
Canadian Oil Sands,49778,https://en.wikipedia.org/wiki/Canadian_Oil_Sands_Trust
Mapfre,47963,https://en.wikipedia.org/wiki/Mapfre
Nikon Corporation,61303,https://en.wikipedia.org/wiki/Nikon
UCB,58311,https://en.wikipedia.org/wiki/UCB_(company)
Orica,49829,https://en.wikipedia.org/wiki/Orica
HermΠ“Π�s International,49088,https://en.wikipedia.org/wiki/Herm%C3%A8s
Lafarge,47969,https://en.wikipedia.org/wiki/Lafarge_(company)
Bank of Ireland,48987,https://en.wikipedia.org/wiki/Bank_of_Ireland
Amadeus IT Holdings,49511,https://en.wikipedia.org/wiki/Amadeus_IT_Group
GameStop Corp.,58830,https://en.wikipedia.org/wiki/GameStop
Crown Resorts,58399,https://en.wikipedia.org/wiki/Crown_Limited
HRG Group Inc.,869915,https://en.wikipedia.org/wiki/Zapata_Corporation
MTN Group,56952,https://en.wikipedia.org/wiki/MTN_Group
HDFC Bank,57005,https://en.wikipedia.org/wiki/HDFC_Bank
Salzgitter,58702,https://en.wikipedia.org/wiki/Salzgitter_AG
Westfield Group,57449,https://en.wikipedia.org/wiki/Westfield_Group
Oshkosh,59150,https://en.wikipedia.org/wiki/Oshkosh_Corporation
BMCE Bank,59178,https://en.wikipedia.org/wiki/BMCE_Bank
Pitney Bowes,48253,https://en.wikipedia.org/wiki/Pitney_Bowes
Mitsubishi Heavy Industries,47894,https://en.wikipedia.org/wiki/Mitsubishi_Heavy_Industries
Cathay Pacific Airways,49160,https://en.wikipedia.org/wiki/Cathay_Pacific
Arab Banking,59162,https://en.wikipedia.org/wiki/Arab_Banking_Corporation
China Telecom,56783,https://en.wikipedia.org/wiki/China_Telecom
Bharat Petroleum,49277,https://en.wikipedia.org/wiki/Bharat_Petroleum
Terex Corporation,865012,https://en.wikipedia.org/wiki/Terex_Corporation
Far Eastern New Century,58742,https://en.wikipedia.org/wiki/Far_Eastern_Textile
DBS Group,56868,https://en.wikipedia.org/wiki/DBS_Bank
Central Japan Railway,47849,https://en.wikipedia.org/wiki/Central_Japan_Railway_Company
Hain Celestial,51486,https://en.wikipedia.org/wiki/Hain_Celestial_Group
AutoNation,49717,https://en.wikipedia.org/wiki/AutoNation
Nintendo Co. Ltd.,49596,https://en.wikipedia.org/wiki/Nintendo
Sinopharm Group,57677,https://en.wikipedia.org/wiki/Sinopharm
Safran,48309,https://en.wikipedia.org/wiki/Safran
CIMB Group Holdings,48102,https://en.wikipedia.org/wiki/CIMB
Sumitomo Mitsui Financial,47372,https://en.wikipedia.org/wiki/Sumitomo_Mitsui_Financial_Group
Ingredion,56097,https://en.wikipedia.org/wiki/Ingredion_Incorporated
China Merchants Bank,47447,https://en.wikipedia.org/wiki/China_Merchants_Bank
Diebold Inc.,856359,https://en.wikipedia.org/wiki/Diebold
Sigma-Aldrich Corporation,856397,https://en.wikipedia.org/wiki/Sigma-Aldrich
Hellenic Petroleum,50665,https://en.wikipedia.org/wiki/Hellenic_Petroleum
China State Construction,47679,https://en.wikipedia.org/wiki/China_State_Construction_International_Holdings
Renault,135104,https://en.wikipedia.org/wiki/Renault
Etisalat,48096,https://en.wikipedia.org/wiki/Etisalat
Hankyu Hanshin Holdings,57794,https://en.wikipedia.org/wiki/Hankyu_Hanshin_Holdings
UC Rusal,58295,https://en.wikipedia.org/wiki/RUSAL
Peugeot,57529,https://en.wikipedia.org/wiki/Peugeot
Bharti Airtel,57312,https://en.wikipedia.org/wiki/Bharti_Airtel
TDC,50081,https://en.wikipedia.org/wiki/TDC_A/S
Repsol YPF,48117,https://en.wikipedia.org/wiki/Repsol_S.A.
Bank Hapoalim,57585,https://en.wikipedia.org/wiki/Bank_Hapoalim
Uni-President,49124,https://en.wikipedia.org/wiki/Uni-President_Enterprises_Corporation
Triumph Group Inc.,774860,https://en.wikipedia.org/wiki/Triumph_Group
ViaSat Inc.,853026,https://en.wikipedia.org/wiki/ViaSat
Esterline Technologies,856435,https://en.wikipedia.org/wiki/Esterline
Metropolitan Bank & Trust,49943,https://en.wikipedia.org/wiki/Metropolitan_Bank_and_Trust_Company
Kao Corporation,51266,https://en.wikipedia.org/wiki/Kao_Corporation
Mitsui & Co,47582,https://en.wikipedia.org/wiki/Mitsui_Bussan
Mitsui Fudosan,57001,https://en.wikipedia.org/wiki/Mitsui_Fudosan
Ping An Bank,56856,https://en.wikipedia.org/wiki/Ping_An_Bank
Ping An Insurance Group,47387,https://en.wikipedia.org/wiki/Ping_An_of_China
TJX,957395,https://en.wikipedia.org/wiki/TJX_Companies
Caleres Inc,865187,https://en.wikipedia.org/wiki/Brown_Shoe_Company
Thales,57143,https://en.wikipedia.org/wiki/Thales_Group
Oil & Natural Gas,56435,https://en.wikipedia.org/wiki/ONGC
AGL Resources,58822,https://en.wikipedia.org/wiki/AGL_Resources
BlackRock,47724,https://en.wikipedia.org/wiki/BlackRock
Dean Foods,58914,https://en.wikipedia.org/wiki/Dean_Foods
Carnival,56944,https://en.wikipedia.org/wiki/Carnival_Corporation_%26_plc
Briggs & Stratton Corporation,865246,https://en.wikipedia.org/wiki/Briggs_%26_Stratton
TDK,50389,https://en.wikipedia.org/wiki/TDK_Corporation
Indian Overseas Bank,50685,https://en.wikipedia.org/wiki/Indian_Overseas_Bank
GAIL India,57714,https://en.wikipedia.org/wiki/GAIL
Fiserv,49414,https://en.wikipedia.org/wiki/Fiserv
Audi AG,911097,https://en.wikipedia.org/wiki/Audi
Asahi Glass,57982,https://en.wikipedia.org/wiki/Asahi_Glass_Company
FMC Technologies,49456,https://en.wikipedia.org/wiki/FMC_Technologies
Grupo Nutresa S.A.,170651,https://en.wikipedia.org/wiki/Grupo_Nutresa
Swedbank,47825,https://en.wikipedia.org/wiki/Swedbank
Suning Appliance,57970,https://en.wikipedia.org/wiki/Suning_Appliance
CenturyLink,48559,https://en.wikipedia.org/wiki/CenturyLink
Kennametal Inc.,51269,https://en.wikipedia.org/wiki/Kennametal
AMP Limited,57013,https://en.wikipedia.org/wiki/AMP_Limited
Toho Holdings,59102,https://en.wikipedia.org/wiki/Toho
Discovery Communications,48805,https://en.wikipedia.org/wiki/Discovery_Communications
Crown Holdings,58634,https://en.wikipedia.org/wiki/Crown_Holdings
Netflix,50500,https://en.wikipedia.org/wiki/Netflix
Vivendi,48375,https://en.wikipedia.org/wiki/Vivendi
Hoya,49789,https://en.wikipedia.org/wiki/Hoya_Corporation
Stericycle,51122,https://en.wikipedia.org/wiki/Stericycle
China Life Insurance,47399,https://en.wikipedia.org/wiki/China_Life_Insurance_Company
Canara Bank,57734,https://en.wikipedia.org/wiki/Canara_Bank
Lanxess,50419,https://en.wikipedia.org/wiki/Lanxess
EchoStar Corporation,865421,https://en.wikipedia.org/wiki/EchoStar
Dentsply International Inc.,856582,https://en.wikipedia.org/wiki/Dentsply
Svenska Handelsbanken,47811,https://en.wikipedia.org/wiki/Handelsbanken
Petrovietnam Gas,50507,https://en.wikipedia.org/wiki/PetroVietnam
Air New Zealand,170744,https://en.wikipedia.org/wiki/Air_New_Zealand
Hyundai Heavy Industries,48484,https://en.wikipedia.org/wiki/Hyundai_Heavy_Industries
CACI International Inc.,865459,https://en.wikipedia.org/wiki/CACI
Benetton Group Spa,8749,https://en.wikipedia.org/wiki/Benetton_Group
Charoen Pokphand Foods,50003,https://en.wikipedia.org/wiki/Charoen_Pokphand_Foods
Allied Irish Banks,48711,https://en.wikipedia.org/wiki/Allied_Irish_Banks
Dollar General,48523,https://en.wikipedia.org/wiki/Dollar_General
Shiseido,56138,https://en.wikipedia.org/wiki/Shiseido
Banca Popolare di Milano,50442,https://en.wikipedia.org/wiki/Banca_Popolare_di_Milano
Whole Foods Market Inc.,5113,https://en.wikipedia.org/wiki/Whole_Foods_Market
Aluminum Corp of China,49084,https://en.wikipedia.org/wiki/Aluminum_Corporation_of_China_Limited
Linde,47779,https://en.wikipedia.org/wiki/Linde_AG
Permanent TSB Group,58516,https://en.wikipedia.org/wiki/Irish_Life_and_Permanent
Oi,917478,https://en.wikipedia.org/wiki/Oi_(telecommunications)
Cliffs Natural Resources,50453,https://en.wikipedia.org/wiki/Cliffs_Natural_Resources
Yamaha Motor,58070,https://en.wikipedia.org/wiki/Yamaha_Motor_Corporation
EMCOR Group,856620,https://en.wikipedia.org/wiki/Emcor
BorgWarner,57854,https://en.wikipedia.org/wiki/BorgWarner
Banco de Sabadell,48599,https://en.wikipedia.org/wiki/Banco_Sabadell
Dillard's Inc.,776665,https://en.wikipedia.org/wiki/Dillard%27s
Zoetis,49845,https://en.wikipedia.org/wiki/Zoetis
Mitsubishi Motors Corporation,48512,https://en.wikipedia.org/wiki/Mitsubishi_Motors
Posco,47713,https://en.wikipedia.org/wiki/POSCO
Hologic Inc.,865536,https://en.wikipedia.org/wiki/Hologic
Grupo Bimbo,61240,https://en.wikipedia.org/wiki/Grupo_Bimbo
Japan Tobacco,61156,https://en.wikipedia.org/wiki/Japan_Tobacco
Munich Re,56449,https://en.wikipedia.org/wiki/Munich_Re
Aflac,56031,https://en.wikipedia.org/wiki/Aflac
Husky Energy,56884,https://en.wikipedia.org/wiki/Husky_Energy
Indian Bank,58794,https://en.wikipedia.org/wiki/Indian_Bank
Japan Airlines,57477,https://en.wikipedia.org/wiki/Japan_Airlines
Celgene,48498,https://en.wikipedia.org/wiki/Celgene
Biogen Idec,57288,https://en.wikipedia.org/wiki/Biogen_Idec
ACE,866784,https://en.wikipedia.org/wiki/ACE_Limited
Atlas Copco,56181,https://en.wikipedia.org/wiki/Atlas_Copco
Bank of Cyprus,965743,https://en.wikipedia.org/wiki/Bank_of_Cyprus
First Gulf Bank,48580,https://en.wikipedia.org/wiki/First_Gulf_Bank
Atmel Corporation,865612,https://en.wikipedia.org/wiki/Atmel_Corporation
Illinois Tool Works,48033,https://en.wikipedia.org/wiki/Illinois_Tool_Works
Tokyu,48918,https://en.wikipedia.org/wiki/Tokyu_Corporation
Unum Group,61188,https://en.wikipedia.org/wiki/Unum_Group
Sistema,47976,https://en.wikipedia.org/wiki/Sistema
Uniqa,49394,https://en.wikipedia.org/wiki/Uniqa_Insurance_Group
ICBC,47290,https://en.wikipedia.org/wiki/Industrial_and_Commercial_Bank_of_China
Dentsu,48664,https://en.wikipedia.org/wiki/Dentsu
Public Bank,57239,https://en.wikipedia.org/wiki/Public_Bank_Berhad
Vertex Pharmaceuticals,50889,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals
Nitto Denko,58215,https://en.wikipedia.org/wiki/Nitto_Denko
Daikin Industries,57171,https://en.wikipedia.org/wiki/Daikin_Industries
Murata Manufacturing,48746,https://en.wikipedia.org/wiki/Murata_Manufacturing
Encana,56189,https://en.wikipedia.org/wiki/EnCana
OMRON,49786,https://en.wikipedia.org/wiki/Omron
Mylan,48839,https://en.wikipedia.org/wiki/Mylan
Groupe Auchan SA,17825,https://en.wikipedia.org/wiki/Auchan
Qingdao Haier,57798,https://en.wikipedia.org/wiki/Haier
Amphenol Corporation,865688,https://en.wikipedia.org/wiki/Amphenol
Volvo Group,56396,https://en.wikipedia.org/wiki/Volvo
Kintetsu,49460,https://en.wikipedia.org/wiki/Kintetsu
MegaFon,48556,https://en.wikipedia.org/wiki/MegaFon
Cheng Shin Rubber Industry Co.,49929,https://en.wikipedia.org/wiki/Cheng_Shin_Rubber
The Timken Company,51301,https://en.wikipedia.org/wiki/Timken_Company
Christian Dior,48305,https://en.wikipedia.org/wiki/Christian_Dior_S.A.
Federal-Mogul Corporation,856774,https://en.wikipedia.org/wiki/Federal-Mogul_Corporation
Chubb,47898,https://en.wikipedia.org/wiki/Chubb_Corporation
Larsen & Toubro,57090,https://en.wikipedia.org/wiki/Larsen_%26_Toubro
Teradyne Inc.,858654,https://en.wikipedia.org/wiki/Teradyne
Terumo,50195,https://en.wikipedia.org/wiki/Terumo
Commerzbank,48388,https://en.wikipedia.org/wiki/Commerzbank
Innolux,49951,https://en.wikipedia.org/wiki/Chimei_Innolux_Corporation
Synopsys Inc.,865796,https://en.wikipedia.org/wiki/Synopsys
ICICI Bank,61192,https://en.wikipedia.org/wiki/ICICI_Bank
Illumina Inc.,875090,https://en.wikipedia.org/wiki/Illumina
Mitsubishi Estate,57066,https://en.wikipedia.org/wiki/Mitsubishi_Estate
Anixter International Inc.,865834,https://en.wikipedia.org/wiki/Anixter
Kansas City Southern,50627,https://en.wikipedia.org/wiki/Kansas_City_Southern_Railway
Curtiss-Wright Corporation,858693,https://en.wikipedia.org/wiki/Curtiss-Wright
Lorillard,61216,https://en.wikipedia.org/wiki/Lorillard
SAIC Motor,56384,https://en.wikipedia.org/wiki/SAIC_Motor
CarMax,49074,https://en.wikipedia.org/wiki/CarMax
Intersil Corporation,865910,https://en.wikipedia.org/wiki/Intersil_Corporation
VTB Bank,56840,https://en.wikipedia.org/wiki/VTB_Bank
Standard Bank Group,47807,https://en.wikipedia.org/wiki/Standard_Bank
Deutsche Telekom,56775,https://en.wikipedia.org/wiki/Deutsche_Telekom
Harsco Corporation,865948,https://en.wikipedia.org/wiki/Harsco_Corporation
Cummins,56058,https://en.wikipedia.org/wiki/Cummins
EstΓ©e Lauder Companies Inc.,6344,https://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies
Comerica,49110,https://en.wikipedia.org/wiki/Comerica
China Communications Construction,47845,https://en.wikipedia.org/wiki/China_Communications_Construction
Sherwin-Williams,48911,https://en.wikipedia.org/wiki/Sherwin-Williams
United Rentals,50037,https://en.wikipedia.org/wiki/United_Rentals
Otto Group,945117,https://en.wikipedia.org/wiki/Otto_GmbH
MediaTek Inc.,45778,https://en.wikipedia.org/wiki/MediaTek
People's Insurance Company,47732,https://en.wikipedia.org/wiki/People%27s_Insurance_Company_of_China
SINOPEC Engineering (Group),50322,https://en.wikipedia.org/wiki/Sinopec
Taiwan Cooperative Financial,50239,https://en.wikipedia.org/wiki/Taiwan_Cooperative_Bank
Banca CARIGE,58682,https://en.wikipedia.org/wiki/Banca_Carige
Seiko Epson,61160,https://en.wikipedia.org/wiki/Seiko_Epson
Lennox International Inc.,866019,https://en.wikipedia.org/wiki/Lennox_International
State Bank of India,47586,https://en.wikipedia.org/wiki/State_Bank_of_India
Western Refining,51129,https://en.wikipedia.org/wiki/Western_Refining
Visa,56165,https://en.wikipedia.org/wiki/Visa_Inc.
Ameren,49536,https://en.wikipedia.org/wiki/Ameren
Guaranty Trust Bank,50615,https://en.wikipedia.org/wiki/Guaranty_Trust_Bank
CME Group,57372,https://en.wikipedia.org/wiki/CME_Group
Ooredoo Telecom,61148,https://en.wikipedia.org/wiki/Ooredoo
Prada,61065,https://en.wikipedia.org/wiki/Miuccia_Prada_(brand)
Nidec,49550,https://en.wikipedia.org/wiki/Nidec_Corporation
Midea Group Co. Ltd.,48628,https://en.wikipedia.org/wiki/Midea_(company)
Commercial Bank of Ceylon PLC,965789,https://en.wikipedia.org/wiki/Commercial_Bank_of_Ceylon
Hugo Boss AG,42714,https://en.wikipedia.org/wiki/Hugo_Boss
PVH,61050,https://en.wikipedia.org/wiki/PVH_(company)
Syngenta International AG,39999,https://en.wikipedia.org/wiki/Syngenta
