wikirate_company_name,wikirate_id,wikipedia_company_page
Nedbank Group,967733,https://en.wikipedia.org/wiki/Nedbank
Shoprite Holdings,49745,https://en.wikipedia.org/wiki/Shoprite_(South_Africa)
The South African Breweries Ltd.,789077,https://en.wikipedia.org/wiki/South_African_Breweries
Illovo Sugar Limited,20034,https://en.wikipedia.org/wiki/Illovo_Sugar
Impala Platinum,790097,https://en.wikipedia.org/wiki/Impala_Platinum
Capitec Bank,811253,https://en.wikipedia.org/wiki/Capitec_Bank
Wesizwe Platinum Limited,788792,https://en.wikipedia.org/wiki/Wesizwe_Platinum
De Beers,937516,https://en.wikipedia.org/wiki/De_Beers
Tongaat Hulett,802053,https://en.wikipedia.org/wiki/Tongaat_Hulett
Naspers,48915,https://en.wikipedia.org/wiki/Naspers
Anglo American Platinum,789329,https://en.wikipedia.org/wiki/Anglo_Platinum
Sanlam,48603,https://en.wikipedia.org/wiki/Sanlam
Aspen Pharmacare Holdings,50422,https://en.wikipedia.org/wiki/Aspen_Pharmacare
Red ElΠ“Β©ctrica,58022,https://en.wikipedia.org/wiki/Red_El%C3%A9ctrica_de_Espa%C3%B1a
TelefΠ“Ρ–nica,56635,https://en.wikipedia.org/wiki/Telef%C3%B3nica
NH Hotel Group,170590,https://en.wikipedia.org/wiki/NH_Hoteles
Iberdrola,56093,https://en.wikipedia.org/wiki/Iberdrola
Inditex,5301,https://en.wikipedia.org/wiki/Inditex
Grupo ACS,56956,https://en.wikipedia.org/wiki/Grupo_ACS
BBVA (Banco Bilbao Vizcaya Argentaria),965750,https://en.wikipedia.org/wiki/Banco_Bilbao_Vizcaya_Argentaria
Indra Sistemas,51361,https://en.wikipedia.org/wiki/Indra_Sistemas
Abertis,48481,https://en.wikipedia.org/wiki/Abertis
Ferrovial,48391,https://en.wikipedia.org/wiki/Ferrovial
Endesa,47517,https://en.wikipedia.org/wiki/Endesa_(Spain)
Hatton National Bank (HNB),967686,https://en.wikipedia.org/wiki/Hatton_National_Bank
Dialog Axiata,917459,https://en.wikipedia.org/wiki/Dialog_Axiata
Gildan Activewear Inc.,116138,https://en.wikipedia.org/wiki/Gildan_Activewear
MTR,48501,https://en.wikipedia.org/wiki/MTR_Corporation
Neste Oil,57838,https://en.wikipedia.org/wiki/Neste_Oil
Novo Nordisk,56327,https://en.wikipedia.org/wiki/Novo_Nordisk
SAP AG,61311,https://en.wikipedia.org/wiki/SAP_AG
ASML Holding,44435,https://en.wikipedia.org/wiki/ASML_Holding
LG Electronics,56539,https://en.wikipedia.org/wiki/LG_Electronics
NXP Semiconductors,50132,https://en.wikipedia.org/wiki/NXP_Semiconductors
Henkel AG & Co. KGaA,9652,https://en.wikipedia.org/wiki/Henkel
HeidelbergCement,48057,https://en.wikipedia.org/wiki/Heidelberg_Cement
Bayer AG,22798,https://en.wikipedia.org/wiki/Bayer
Ferrero SpA,8908,https://en.wikipedia.org/wiki/Ferrero_(chocolate)
Sigma Alimentos,975164,https://en.wikipedia.org/wiki/Sigma_Alimentos
FrieslandCampina,974332,https://en.wikipedia.org/wiki/FrieslandCampina
Warehouse Group,130172,https://en.wikipedia.org/wiki/The_Warehouse_Group
Daimler AG,61168,https://en.wikipedia.org/wiki/Daimler_AG
Siemens AG,7781,https://en.wikipedia.org/wiki/Siemens_AG
Volkswagen AG,47315,https://en.wikipedia.org/wiki/Volkswagen_Group
Sonae SGPS,56210,https://en.wikipedia.org/wiki/Sonaecom
CLP Holdings,57151,https://en.wikipedia.org/wiki/CLP_Group
Sime Darby,57260,https://en.wikipedia.org/wiki/Sime_Darby
Cemex,48787,https://en.wikipedia.org/wiki/Cemex
Deutsche Post DHL,829780,https://en.wikipedia.org/wiki/Deutsche_Post
Allianz,56368,https://en.wikipedia.org/wiki/Allianz
Magyar Telekom,917471,https://en.wikipedia.org/wiki/Magyar_Telekom
Statoil,56703,https://en.wikipedia.org/wiki/Statoil
Shinhan Financial Group,47736,https://en.wikipedia.org/wiki/Shinhan_Bank
EDP-Energias de Portugal,56916,https://en.wikipedia.org/wiki/Energias_de_Portugal
Mizrahi Tefahot Bank,50299,https://en.wikipedia.org/wiki/Bank_Mizrahi-Tefahot
Puma AG,9335,https://en.wikipedia.org/wiki/Puma_AG
E.ON SE,36510,https://en.wikipedia.org/wiki/E.ON
Shire,49267,https://en.wikipedia.org/wiki/Shire_Plc
Koninklijke Philips N.V,166066,https://en.wikipedia.org/wiki/Philips
SK Hynix Inc.,57025,https://en.wikipedia.org/wiki/Hynix_Semiconductor
Doosan Heavy Industries,49525,https://en.wikipedia.org/wiki/Doosan_Heavy_Industries_%26_Construction
Hyundai Steel,57517,https://en.wikipedia.org/wiki/Hyundai_Corporation
SKF Group,58155,https://en.wikipedia.org/wiki/SKF
IKEA,7290,https://en.wikipedia.org/wiki/IKEA
Assa Abloy,57629,https://en.wikipedia.org/wiki/Assa_Abloy
Lindex,945113,https://en.wikipedia.org/wiki/Lindex
Findus,14447,https://en.wikipedia.org/wiki/Findus
Spendrups Bryggerier AB,975167,https://en.wikipedia.org/wiki/Spendrups
Elekta AB,170636,https://en.wikipedia.org/wiki/Elekta
Investor,56920,https://en.wikipedia.org/wiki/Investor_AB
Cloetta,974308,https://en.wikipedia.org/wiki/Cloetta
Stora Enso,56267,https://en.wikipedia.org/wiki/Stora_Enso
Loomis,967719,https://en.wikipedia.org/wiki/Loomis_(company)
Nordea Bank,56739,https://en.wikipedia.org/wiki/Nordea
Axfood AB,170729,https://en.wikipedia.org/wiki/Axfood
Tele2,50007,https://en.wikipedia.org/wiki/Tele2
Skandia,967771,https://en.wikipedia.org/wiki/Skandia
Meda AB,170718,https://en.wikipedia.org/wiki/Meda_AB
Skandinaviska Enskilda Banken,47511,https://en.wikipedia.org/wiki/Skandinaviska_Enskilda_Banken
Autoliv,49515,https://en.wikipedia.org/wiki/Autoliv
Alfa Laval,58407,https://en.wikipedia.org/wiki/Alfa_Laval
Hexagon,50171,https://en.wikipedia.org/wiki/Hexagon_AB
NCC Group,59078,https://en.wikipedia.org/wiki/NCC_AB
Sandvik,48527,https://en.wikipedia.org/wiki/Sandvik
Schindler Holding,49197,https://en.wikipedia.org/wiki/Schindler_Group
Swisscom,56307,https://en.wikipedia.org/wiki/Swisscom
Swiss Life Holding,48132,https://en.wikipedia.org/wiki/Swiss_Life
Lonza Group AG,170619,https://en.wikipedia.org/wiki/Lonza_Group
Noble,57994,https://en.wikipedia.org/wiki/Noble_Corporation
Geberit,50198,https://en.wikipedia.org/wiki/Geberit
Barry Callebaut AG,170755,https://en.wikipedia.org/wiki/Barry_Callebaut
Swatch Group,57272,https://en.wikipedia.org/wiki/Swatch_Group
Richemont,56413,https://en.wikipedia.org/wiki/Richemont
Transocean,57179,https://en.wikipedia.org/wiki/Transocean
UBS,47416,https://en.wikipedia.org/wiki/UBS
Garmin,61296,https://en.wikipedia.org/wiki/Garmin
Kuehne + Nagel,48779,https://en.wikipedia.org/wiki/Kuehne_%2B_Nagel
Givaudan,49804,https://en.wikipedia.org/wiki/Givaudan
Coca-Cola HBC,49859,https://en.wikipedia.org/wiki/Coca_Cola_Hellenic
Mettler Toledo,859030,https://en.wikipedia.org/wiki/Mettler_Toledo
Adecco,48492,https://en.wikipedia.org/wiki/Adecco
BΠ“Ρ�loise Group,57565,https://en.wikipedia.org/wiki/B%C3%A2loise
Swiss Re,56214,https://en.wikipedia.org/wiki/Swiss_Re
Julius Baer Group,49581,https://en.wikipedia.org/wiki/Julius_Baer_Group
SGS,49248,https://en.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_G%C3%A9n%C3%A9rale_de_Surveillance
Actelion,50251,https://en.wikipedia.org/wiki/Actelion
Clariant,51161,https://en.wikipedia.org/wiki/Clariant
Intouch Holdings,50778,https://en.wikipedia.org/wiki/Intouch_Holdings
Advanced Info Service Public Company Limited,917448,https://en.wikipedia.org/wiki/Advanced_Info_Service
Kasikornbank,48385,https://en.wikipedia.org/wiki/Kasikornbank
Electricity Generating Authority of Thailand (EGAT),919394,https://en.wikipedia.org/wiki/Electricity_Generating_Authority_of_Thailand
Bank of Ayudhya,58147,https://en.wikipedia.org/wiki/Bank_of_Ayudhya
Banpu Public Company Limited,911653,https://en.wikipedia.org/wiki/Banpu
Siam Cement,57316,https://en.wikipedia.org/wiki/Siam_Cement
CP All,58099,https://en.wikipedia.org/wiki/CP_ALL
Bangkok Bank,57445,https://en.wikipedia.org/wiki/Bangkok_Bank
TISCO Financial Group,970541,https://en.wikipedia.org/wiki/Tisco_Bank
Siam Commercial Bank,48368,https://en.wikipedia.org/wiki/Siam_Commercial_Bank
Airports of Thailand,50430,https://en.wikipedia.org/wiki/Airports_of_Thailand
Krung Thai Bank,57545,https://en.wikipedia.org/wiki/Krung_Thai_Bank
Minor International Public Company Limited,975125,https://en.wikipedia.org/wiki/Minor_International
Thai Oil,58576,https://en.wikipedia.org/wiki/Thai_Oil
Turkish Airlines,50167,https://en.wikipedia.org/wiki/Turkish_Airlines
Turkcell,49131,https://en.wikipedia.org/wiki/Turkcell
Garanti Bank,56997,https://en.wikipedia.org/wiki/Garanti_Bank
Otokar,840203,https://en.wikipedia.org/wiki/Otokar
Akbank,48147,https://en.wikipedia.org/wiki/Akbank
Ziraat Bank,970564,https://en.wikipedia.org/wiki/Ziraat_Bankas%C4%B1
Obolon,975145,https://en.wikipedia.org/wiki/Obolon_CJSC
Vinamilk,975204,https://en.wikipedia.org/wiki/Vinamilk
AGCO,58287,https://en.wikipedia.org/wiki/AGCO
Keurig Green Mountain,49821,https://en.wikipedia.org/wiki/Green_Mountain_Coffee_Roasters
QVC,858764,https://en.wikipedia.org/wiki/QVC
Calpine,49909,https://en.wikipedia.org/wiki/Calpine
Blyth Inc.,858835,https://en.wikipedia.org/wiki/Blyth,_Inc.
Progressive,61073,https://en.wikipedia.org/wiki/Progressive_Corporation
Mohawk Industries,49922,https://en.wikipedia.org/wiki/Mohawk_Industries
Chicago Bridge & Iron Company,858947,https://en.wikipedia.org/wiki/Chicago_Bridge_%26_Iron_Company
Avis Budget Group,50352,https://en.wikipedia.org/wiki/Avis_Budget_Group
Waters Corporation,879752,https://en.wikipedia.org/wiki/Waters_Corporation
TransDigm Group,867208,https://en.wikipedia.org/wiki/TransDigm_Group
Rambus,856812,https://en.wikipedia.org/wiki/Rambus
Frontier Communications,51047,https://en.wikipedia.org/wiki/Frontier_Communications
Erickson Inc.,858985,https://en.wikipedia.org/wiki/Erickson_Air-Crane
Dick's Sporting Goods,50638,https://en.wikipedia.org/wiki/Dick%27s_Sporting_Goods
Pioneer Natural Resources,50017,https://en.wikipedia.org/wiki/Pioneer_Natural_Resources
Pizza Hut,21910,https://en.wikipedia.org/wiki/Pizza_Hut
Mettler-Toledo International Inc.,871304,https://en.wikipedia.org/wiki/Mettler-Toledo
Intuitive Surgical,49628,https://en.wikipedia.org/wiki/Intuitive_Surgical
American Axle,859068,https://en.wikipedia.org/wiki/American_Axle
American Greetings,859106,https://en.wikipedia.org/wiki/American_Greetings
Accuride Corporation,859144,https://en.wikipedia.org/wiki/Accuride_Corporation
Henry Schein,56085,https://en.wikipedia.org/wiki/Henry_Schein
Polaris Industries,50785,https://en.wikipedia.org/wiki/Polaris_Industries
Overstock.com,859286,https://en.wikipedia.org/wiki/Overstock.com
Day & Zimmermann,859362,https://en.wikipedia.org/wiki/Day_%26_Zimmermann
TRW Automotive Holdings,57509,https://en.wikipedia.org/wiki/TRW_Automotive
Marsh & McLennan,48349,https://en.wikipedia.org/wiki/Marsh_%26_McLennan_Companies
Pall,51030,https://en.wikipedia.org/wiki/Pall_Corporation
Microchip Technology,50942,https://en.wikipedia.org/wiki/Microchip_Technology
Cablevision Systems Corporation,50823,https://en.wikipedia.org/wiki/Cablevision_Systems
Olin Corporation,872170,https://en.wikipedia.org/wiki/Olin_Corporation
Lennar,49611,https://en.wikipedia.org/wiki/Lennar_Corporation
VMware,48774,https://en.wikipedia.org/wiki/VMware
Crane Co.,864974,https://en.wikipedia.org/wiki/Crane_Company
American Financial Group,49553,https://en.wikipedia.org/wiki/American_Financial_Group
Liberty Media,57352,https://en.wikipedia.org/wiki/Liberty_Media
Olympic Steel,859363,https://en.wikipedia.org/wiki/Olympic_Steel
Urban Outfitters,859389,https://en.wikipedia.org/wiki/Urban_Outfitters
Teradata,56152,https://en.wikipedia.org/wiki/Teradata
LeapFrog Enterprises,859427,https://en.wikipedia.org/wiki/LeapFrog_Enterprises
Cray Inc,776656,https://en.wikipedia.org/wiki/Cray
Monster Beverage,50673,https://en.wikipedia.org/wiki/Monster_Beverage_Corporation
Noble Energy,57521,https://en.wikipedia.org/wiki/Noble_Energy
Oneok,49117,https://en.wikipedia.org/wiki/ONEOK
Host Hotels & Resorts,49651,https://en.wikipedia.org/wiki/Host_Hotels_%26_Resorts,_Inc.
Avnet,56042,https://en.wikipedia.org/wiki/Avnet
Conair,52424,https://en.wikipedia.org/wiki/Conair_Corporation
Silicon Graphics International,859497,https://en.wikipedia.org/wiki/Silicon_Graphics_International
L-3 Communications,48766,https://en.wikipedia.org/wiki/L-3_Communications
Ametek,50052,https://en.wikipedia.org/wiki/Ametek
Brocade Communications Systems,859585,https://en.wikipedia.org/wiki/Brocade_Communications_Systems
Entergy,48451,https://en.wikipedia.org/wiki/Entergy
DR Horton,61204,https://en.wikipedia.org/wiki/D._R._Horton
Paychex,56129,https://en.wikipedia.org/wiki/Paychex_Inc.
Symetra Financial,51013,https://en.wikipedia.org/wiki/Symetra
Reynolds American,48454,https://en.wikipedia.org/wiki/Reynolds_American
CONSOL Energy,58179,https://en.wikipedia.org/wiki/Consol_Energy
Zoom Telephonics,859661,https://en.wikipedia.org/wiki/Zoom_Telephonics
Albemarle Corporation,859699,https://en.wikipedia.org/wiki/Albemarle_Corporation
Interpublic Group,50140,https://en.wikipedia.org/wiki/Interpublic_Group
Chrysler,859770,https://en.wikipedia.org/wiki/Chrysler
Visteon,50181,https://en.wikipedia.org/wiki/Visteon_Corporation
Public Storage,49164,https://en.wikipedia.org/wiki/Public_Storage
Converse,14396,https://en.wikipedia.org/wiki/Converse_(shoe_company)
Varian Medical Systems,50642,https://en.wikipedia.org/wiki/Varian_Medical_Systems
Republic Services,48817,https://en.wikipedia.org/wiki/Republic_Services,_Inc.
CareFusion,50946,https://en.wikipedia.org/wiki/CareFusion
Wyndham Worldwide,49991,https://en.wikipedia.org/wiki/Wyndham_Worldwide
Jarden,60990,https://en.wikipedia.org/wiki/Jarden
Freescale Semiconductor Inc.,61184,https://en.wikipedia.org/wiki/Freescale_Semiconductor
Church & Dwight,50722,https://en.wikipedia.org/wiki/Church_%26_Dwight
Devon Energy,57481,https://en.wikipedia.org/wiki/Devon_Energy
Graham Holdings Company,859918,https://en.wikipedia.org/wiki/Graham_Holdings_Company
Principal Financial Group,48110,https://en.wikipedia.org/wiki/Principal_Financial_Group
Family Dollar Stores,49884,https://en.wikipedia.org/wiki/Family_Dollar_Stores
Unisys,859956,https://en.wikipedia.org/wiki/Unisys
Aleris,859992,https://en.wikipedia.org/wiki/Aleris
Zappos,48244,https://en.wikipedia.org/wiki/Zappos.com
Trader Joe's Company,60818,https://en.wikipedia.org/wiki/Trader_Joe%27s
IXYS Corporation,860030,https://en.wikipedia.org/wiki/IXYS_Corporation
MeadWestvaco,56404,https://en.wikipedia.org/wiki/MeadWestvaco
Schnitzer Steel Industries Inc.,51286,https://en.wikipedia.org/wiki/Schnitzer_Steel_Industries
Verifone,860138,https://en.wikipedia.org/wiki/VeriFone_Systems,_Inc.
Sprint Corporation,47514,https://en.wikipedia.org/wiki/Sprint_Corporation
Zale Corporation,860177,https://en.wikipedia.org/wiki/Zale_Corporation
Orbital Sciences Corporation,860203,https://en.wikipedia.org/wiki/Orbital_Sciences_Corporation
Kinder Morgan,56892,https://en.wikipedia.org/wiki/Kinder_Morgan
Stanley Black & Decker,48854,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker
Vornado Realty,58199,https://en.wikipedia.org/wiki/Vornado_Realty_Trust
CNET,3532,https://en.wikipedia.org/wiki/CNET
Protective Life,49902,https://en.wikipedia.org/wiki/Protective_Life_Corporation
Electronics for Imaging,860345,https://en.wikipedia.org/wiki/Electronics_for_Imaging
Thermo Fisher Scientific,47972,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific
DST Systems,868903,https://en.wikipedia.org/wiki/DST_Systems
Federal Signal Corporation,860383,https://en.wikipedia.org/wiki/Federal_Signal_Corporation
Automatic Data,56453,https://en.wikipedia.org/wiki/Automatic_Data_Processing
Oceaneering International,51147,https://en.wikipedia.org/wiki/Oceaneering_International
Ball,49939,https://en.wikipedia.org/wiki/Ball_Corporation
Omnicom Group,57131,https://en.wikipedia.org/wiki/Omnicom_Group
Worthington Industries,860451,https://en.wikipedia.org/wiki/Worthington_Industries
Freddie Mac,56948,https://en.wikipedia.org/wiki/Freddie_Mac
American Apparel,6576,https://en.wikipedia.org/wiki/American_Apparel
Alliant Energy,50994,https://en.wikipedia.org/wiki/Alliant_Energy
Victoria s Secret Inc,9226,https://en.wikipedia.org/wiki/Victoria%27s_Secret
Spectra Energy,48477,https://en.wikipedia.org/wiki/Spectra_Energy
Scripps Networks Interactive,50187,https://en.wikipedia.org/wiki/Scripps_Networks_Interactive
ACCO Brands,860555,https://en.wikipedia.org/wiki/ACCO_Brands
WW Grainger,57661,https://en.wikipedia.org/wiki/W._W._Grainger
Rockwell Automation,49182,https://en.wikipedia.org/wiki/Rockwell_Automation
Newfield Exploration Company,968797,https://en.wikipedia.org/wiki/Newfield_Exploration
Jacobs Engineering,49561,https://en.wikipedia.org/wiki/Jacobs_Engineering_Group
Bally Technologies,860603,https://en.wikipedia.org/wiki/Bally_Technologies,_Inc.
Carlisle Companies,860641,https://en.wikipedia.org/wiki/Carlisle_Companies
Windstream,51158,https://en.wikipedia.org/wiki/Windstream_Communications
CSX,47995,https://en.wikipedia.org/wiki/CSX_Corporation
Cintas,866988,https://en.wikipedia.org/wiki/Cintas_Corporation
ITT Corporation,860764,https://en.wikipedia.org/wiki/ITT_Corporation
Coach,49386,https://en.wikipedia.org/wiki/Coach,_Inc.
Activision Blizzard,860823,https://en.wikipedia.org/wiki/Activision_Blizzard
Kimball International,860878,https://en.wikipedia.org/wiki/Kimball_International
Office Depot,48231,https://en.wikipedia.org/wiki/Office_Depot
Expeditors International,50403,https://en.wikipedia.org/wiki/Expeditors_International
Chesapeake Energy,48082,https://en.wikipedia.org/wiki/Chesapeake_Energy
Dairy Queen,428561,https://en.wikipedia.org/wiki/International_Dairy_Queen
CF Industries Holdings,48999,https://en.wikipedia.org/wiki/CF_Industries
Kaiser Aluminum,860954,https://en.wikipedia.org/wiki/Kaiser_Aluminum
NACCO Industries,860980,https://en.wikipedia.org/wiki/NACCO_Industries
VeriSign,50658,https://en.wikipedia.org/wiki/Verisign
CDW,874962,https://en.wikipedia.org/wiki/CDW_Corporation
Big 5 Sporting Goods,861018,https://en.wikipedia.org/wiki/Big_5_Sporting_Goods
Ross Stores,57653,https://en.wikipedia.org/wiki/Ross_Stores
Cabot Corporation,861056,https://en.wikipedia.org/wiki/Cabot_Corporation
Corning Inc.,45266,https://en.wikipedia.org/wiki/Corning_Inc.
Alleghany,49330,https://en.wikipedia.org/wiki/Alleghany_Corporation
Enterprise Products Partners,48294,https://en.wikipedia.org/wiki/Enterprise_Products
CA Technologies,923430,https://en.wikipedia.org/wiki/CA_Technologies
Silicon Image,861115,https://en.wikipedia.org/wiki/Silicon_Image
Seneca Foods,861141,https://en.wikipedia.org/wiki/Seneca_Foods
Activision,861179,https://en.wikipedia.org/wiki/Activision
LabCorp,49878,https://en.wikipedia.org/wiki/LabCorp
Lincoln National,56968,https://en.wikipedia.org/wiki/Lincoln_National_Corporation
Advance Auto Parts,49995,https://en.wikipedia.org/wiki/Advance_Auto_Parts
Fannie Mae,56924,https://en.wikipedia.org/wiki/Fannie_Mae
Lowe's Cos,51184,https://en.wikipedia.org/wiki/Lowe%27s
Huntington Ingalls Industries,861213,https://en.wikipedia.org/wiki/Huntington_Ingalls_Industries
Moog Inc.,861251,https://en.wikipedia.org/wiki/Moog_Inc.
Chipotle Mexican Grill,50329,https://en.wikipedia.org/wiki/Chipotle_Mexican_Grill
WR Grace,867132,https://en.wikipedia.org/wiki/W._R._Grace_and_Company
Gannett,50709,https://en.wikipedia.org/wiki/Gannett_Company
J. Crew Group Inc.,870645,https://en.wikipedia.org/wiki/J._Crew_Group
TSYS,51289,https://en.wikipedia.org/wiki/Total_System_Services
Arrow Electronics,49333,https://en.wikipedia.org/wiki/Arrow_Electronics
Invesco,48874,https://en.wikipedia.org/wiki/Invesco
Brunswick,51070,https://en.wikipedia.org/wiki/Brunswick_Corporation
Voxx International,861344,https://en.wikipedia.org/wiki/Audiovox
Foot Locker Inc.,58500,https://en.wikipedia.org/wiki/Foot_Locker
Bemis Company,853000,https://en.wikipedia.org/wiki/Bemis_Company,_Inc.
Loews,48099,https://en.wikipedia.org/wiki/Loews_Corporation
Harley-Davidson,49234,https://en.wikipedia.org/wiki/Harley-Davidson
Rockwell Collins,49874,https://en.wikipedia.org/wiki/Rockwell_Collins
Crown Castle International,49607,https://en.wikipedia.org/wiki/Crown_Castle_International
Voya Financial,48212,https://en.wikipedia.org/wiki/Voya_Financial
TD Ameritrade Holding,48949,https://en.wikipedia.org/wiki/TD_Ameritrade
Charles Schwab,57061,https://en.wikipedia.org/wiki/Charles_Schwab_Corporation
Synovus Financial,59182,https://en.wikipedia.org/wiki/Synovus
TIAA-CREF,48209,https://en.wikipedia.org/wiki/TIAA-CREF
Applied Industrial Technologies,861461,https://en.wikipedia.org/wiki/Applied_Industrial_Technologies
Mentor Graphics,861501,https://en.wikipedia.org/wiki/Mentor_Graphics
Sturm Ruger & Co.,861549,https://en.wikipedia.org/wiki/Sturm,_Ruger_%26_Company
AECOM,51310,https://en.wikipedia.org/wiki/AECOM
Robert Half International,51336,https://en.wikipedia.org/wiki/Robert_Half_International
The North Face Inc.,37353,https://en.wikipedia.org/wiki/The_North_Face
NL Industries,861589,https://en.wikipedia.org/wiki/NL_Industries
Simon Property Group,48402,https://en.wikipedia.org/wiki/Simon_Property_Group
Wabash National,861635,https://en.wikipedia.org/wiki/Wabash_National
Speedway Motorsports,861679,https://en.wikipedia.org/wiki/Speedway_Motorsports
EOG Resources,56904,https://en.wikipedia.org/wiki/EOG_Resources
SunTrust Banks,56977,https://en.wikipedia.org/wiki/SunTrust_Banks,_Inc.
John Wiley Sons,3577,https://en.wikipedia.org/wiki/John_Wiley_%26_Sons
Allison Transmission,861680,https://en.wikipedia.org/wiki/Allison_Transmission
Pacific Gas and Electric Company,56993,https://en.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company
Wolverine World Wide,861719,https://en.wikipedia.org/wiki/Wolverine_Worldwide
Boston Scientific,49337,https://en.wikipedia.org/wiki/Boston_Scientific
Peabody Energy,50904,https://en.wikipedia.org/wiki/Peabody_Energy
Movado,861790,https://en.wikipedia.org/wiki/Movado
Advanced Micro Devices Inc. (AMD),165840,https://en.wikipedia.org/wiki/Advanced_Micro_Devices
Columbia Sportswear,861862,https://en.wikipedia.org/wiki/Columbia_Sportswear
CDI Corporation,861900,https://en.wikipedia.org/wiki/CDI_Corporation
Universal Forest Products,874518,https://en.wikipedia.org/wiki/Universal_Forest_Products
KFC,19263,https://en.wikipedia.org/wiki/KFC
Cadence Design Systems,861938,https://en.wikipedia.org/wiki/Cadence_Design_Systems
Teledyne Technologies,874181,https://en.wikipedia.org/wiki/Teledyne_Technologies
Brown-Forman Corporation,60952,https://en.wikipedia.org/wiki/Brown-Forman
Hormel Foods,57874,https://en.wikipedia.org/wiki/Hormel_Foods_Corporation
Leucadia National,48770,https://en.wikipedia.org/wiki/Leucadia_National
Daktronics,862042,https://en.wikipedia.org/wiki/Daktronics
Lam Research,862080,https://en.wikipedia.org/wiki/Lam_Research
Xilinx,49867,https://en.wikipedia.org/wiki/Xilinx
OfficeMax,51333,https://en.wikipedia.org/wiki/OfficeMax
Cubic Corporation,776683,https://en.wikipedia.org/wiki/Cubic_Corporation
Deluxe Corporation,862151,https://en.wikipedia.org/wiki/Deluxe_Corporation
NYSE Euronext,48228,https://en.wikipedia.org/wiki/NYSE_Euronext
Salesforce.com,56238,https://en.wikipedia.org/wiki/Salesforce.com,_Inc.
Arctic Cat,862227,https://en.wikipedia.org/wiki/Arctic_Cat
Trimble Navigation,862265,https://en.wikipedia.org/wiki/Trimble_Navigation
Cognizant Technology,48734,https://en.wikipedia.org/wiki/Cognizant_Technology_Solutions
TiVo Inc.,862303,https://en.wikipedia.org/wiki/TiVo,_Inc.
Rock-Tenn,57806,https://en.wikipedia.org/wiki/Rock-Tenn_Company
SC Johnson,60902,https://en.wikipedia.org/wiki/S.C._Johnson_%26_Son
GEICO,47505,https://en.wikipedia.org/wiki/GEICO
iRobot,862365,https://en.wikipedia.org/wiki/IRobot
Tenet Healthcare,50209,https://en.wikipedia.org/wiki/Tenet_Healthcare
Elizabeth Arden Inc.,60971,https://en.wikipedia.org/wiki/Elizabeth_Arden
Intuit Inc.,49476,https://en.wikipedia.org/wiki/Intuit
Bose Corporation,827802,https://en.wikipedia.org/wiki/Bose_Corporation
Petsmart,50217,https://en.wikipedia.org/wiki/PetSmart
Domino's Pizza Group plc,170632,https://en.wikipedia.org/wiki/Domino%27s_Pizza
Assurant,49271,https://en.wikipedia.org/wiki/Assurant
Norfolk Southern,47999,https://en.wikipedia.org/wiki/Norfolk_Southern_Railway
FLIR Systems,869288,https://en.wikipedia.org/wiki/FLIR_Systems
Pilgrim's Pride Corporation,19316,https://en.wikipedia.org/wiki/Pilgrim%27s_Pride
Imation,866303,https://en.wikipedia.org/wiki/Imation
Energizer,862712,https://en.wikipedia.org/wiki/Energizer_Holdings
Dana Corporation,862767,https://en.wikipedia.org/wiki/Dana_Corporation
CNO Financial Group,49832,https://en.wikipedia.org/wiki/CNO_Financial_Group
PACCAR Inc.,776650,https://en.wikipedia.org/wiki/Paccar
GenCorp,862866,https://en.wikipedia.org/wiki/GenCorp
Packaging Corp of America,51062,https://en.wikipedia.org/wiki/Packaging_Corporation_of_America
Regal-Beloit,862904,https://en.wikipedia.org/wiki/Regal-Beloit
Verisk Analytics,50851,https://en.wikipedia.org/wiki/Verisk_Analytics
Raymond James Financial,49698,https://en.wikipedia.org/wiki/Raymond_James_Financial
Staples,48968,https://en.wikipedia.org/wiki/Staples_Inc.
Fortune Brands Home & Security,862942,https://en.wikipedia.org/wiki/Fortune_Brands_Home_%26_Security,_Inc.
Linear Technology,50333,https://en.wikipedia.org/wiki/Linear_Technology
Winnebago Industries,862980,https://en.wikipedia.org/wiki/Winnebago_Industries
Altra Industrial Motion,863016,https://en.wikipedia.org/wiki/Altra_Industrial_Motion
United Parcel Service Inc.,66700,https://en.wikipedia.org/wiki/United_Parcel_Service
Airgas,50745,https://en.wikipedia.org/wiki/Airgas
E-Trade Financial,50077,https://en.wikipedia.org/wiki/E-Trade
Wabtec,863054,https://en.wikipedia.org/wiki/Wabtec
Steel Dynamics,863093,https://en.wikipedia.org/wiki/Steel_Dynamics
Aramark,56039,https://en.wikipedia.org/wiki/Aramark
Lear,49508,https://en.wikipedia.org/wiki/Lear_Corporation
Anadarko Petroleum,47935,https://en.wikipedia.org/wiki/Anadarko_Petroleum_Corporation
Colt Defense,863164,https://en.wikipedia.org/wiki/Colt_Defense
Xcel Energy,57195,https://en.wikipedia.org/wiki/Xcel_Energy
Union Pacific,134369,https://en.wikipedia.org/wiki/Union_Pacific_Railroad
Zumiez,863235,https://en.wikipedia.org/wiki/Zumiez
