wikirate_id;wikirate_name;wikipedia_url
870797;Knoll, Inc.;http://en.wikipedia.org/wiki/Knoll_(company)
870771;Kirby Corporation;http://en.wikipedia.org/wiki/Kirby_Corporation
870732;Kate Spade & Company;http://en.wikipedia.org/wiki/Kate_Spade_&_Company
870645;J. Crew Group, Inc.;http://en.wikipedia.org/wiki/J.Crew
870646;JDS Uniphase Corporation;http://en.wikipedia.org/wiki/JDSU
870607;Ixia;http://en.wikipedia.org/wiki/Ixia_(company)
870569;Itron, Inc.;http://en.wikipedia.org/wiki/Itron
870176;Infoblox Inc.;http://en.wikipedia.org/wiki/Infoblox
870068;IMAX;http://en.wikipedia.org/wiki/IMAX_Corporation
869992;IDEX Corporation;http://en.wikipedia.org/wiki/IDEX_Corporation
869839;HNI Corporation;http://en.wikipedia.org/wiki/HNI_Corporation
869801;HEICO;http://en.wikipedia.org/wiki/HEICO
869725;Harmonic Inc.;http://en.wikipedia.org/wiki/Harmonic_Inc.
869603;Griffon Corporation;http://en.wikipedia.org/wiki/Griffon_Corporation
869565;Greif, Inc.;http://en.wikipedia.org/wiki/Greif,_Inc.
869527;Graco Inc.;http://en.wikipedia.org/wiki/Graco_(fluid_handling)
869489;Gentex Corporation;http://en.wikipedia.org/wiki/Gentex_Corporation
869288;FLIR Systems;http://en.wikipedia.org/wiki/FLIR_Systems
869071;Exar Corporation;https://en.wikipedia.org/wiki/Exar_Corporation
868994;EnerSys;http://en.wikipedia.org/wiki/EnerSys
868930;Emulex Corporation;http://en.wikipedia.org/wiki/Emulex
868903;DST Systems;http://en.wikipedia.org/wiki/DST_Systems
868674;Cytec Industries, Inc.;http://en.wikipedia.org/wiki/Cytec_Industries
868598;Cree, Inc.;http://en.wikipedia.org/wiki/Cree_Inc.
868521;Colfax Corporation;http://en.wikipedia.org/wiki/Colfax_Corporation
868407;Cognex Corporation;http://en.wikipedia.org/wiki/Cognex_Corporation
868336;Ciena Corporation;http://en.wikipedia.org/wiki/Ciena
868297;Chemtura Corporation;http://en.wikipedia.org/wiki/Chemtura
867978;Bon-Ton Stores, Inc.;http://en.wikipedia.org/wiki/The_Bon-Ton
867864;Axiall Corporation;http://en.wikipedia.org/wiki/Axiall
867788;AVX Corporation;http://en.wikipedia.org/wiki/AVX_Corporation
867750;Avid Technology Inc.;http://en.wikipedia.org/wiki/Avid_Technology
867686;Aruba Networks, Inc.;http://en.wikipedia.org/wiki/Aruba_Networks
867648;Arch Coal;http://en.wikipedia.org/wiki/Arch_Coal
867496;Analogic Corporation;http://en.wikipedia.org/wiki/Analogic_Corporation
867419;Ambarella Inc.;http://en.wikipedia.org/wiki/Ambarella_Inc.
867279;Hospira, Inc.;http://en.wikipedia.org/wiki/Hospira
867208;TransDigm Group;http://en.wikipedia.org/wiki/TransDigm_Group
867170;3D Systems;http://en.wikipedia.org/wiki/3D_Systems
867132;WR Grace;https://en.wikipedia.org/wiki/WR_Grace
866988;Cintas;http://en.wikipedia.org/wiki/Cintas
866954;Washington Post;https://en.wikipedia.org/wiki/Washington_Post
866784;ACE;http://en.wikipedia.org/wiki/ACE_Limited
866455;Emerson College;https://en.wikipedia.org/wiki/Emerson_College
866303;Imation;http://en.wikipedia.org/wiki/Imation
866232;Gymboree Corporation;http://en.wikipedia.org/wiki/Gymboree
865948;Harsco Corporation;http://en.wikipedia.org/wiki/Harsco
865910;Intersil Corporation;http://en.wikipedia.org/wiki/Intersil
865872;Steelcase Inc.;http://en.wikipedia.org/wiki/Steelcase
865796;Synopsys, Inc.;http://en.wikipedia.org/wiki/Synopsys
865688;Amphenol Corporation;http://en.wikipedia.org/wiki/Amphenol
865650;Altera Corporation;http://en.wikipedia.org/wiki/Altera
865612;Atmel Corporation;http://en.wikipedia.org/wiki/Atmel
865459;CACI International Inc.;http://en.wikipedia.org/wiki/CACI
865421;EchoStar Corporation;http://en.wikipedia.org/wiki/EchoStar
865012;Terex Corporation;http://en.wikipedia.org/wiki/Terex
864974;Crane Co.;http://en.wikipedia.org/wiki/Crane_&_Co.
864936;Cerner Corporation;http://en.wikipedia.org/wiki/Cerner
864772;NewMarket Corporation;http://en.wikipedia.org/wiki/NewMarket_Corporation
864696;Echelon Corporation;http://en.wikipedia.org/wiki/Echelon_Corporation
864658;Sonoco Products;http://en.wikipedia.org/wiki/Sonoco
864587;Belden, Inc.;https://en.wikipedia.org/wiki/Belden%2C_Inc.
864262;Thor Industries;http://en.wikipedia.org/wiki/Thor_Industries
864224;Ann Inc.;http://en.wikipedia.org/wiki/Ann_Inc.
864186;Patterson Companies;http://en.wikipedia.org/wiki/Patterson_Companies
864110;Netgear;http://en.wikipedia.org/wiki/Netgear
864072;Booz Allen Hamilton;http://en.wikipedia.org/wiki/Booz_Allen_Hamilton
864033;PerkinElmer;http://en.wikipedia.org/wiki/PerkinElmer
863956;Aerojet Rocketdyne;http://en.wikipedia.org/wiki/Aerojet_Rocketdyne
863957;Acuity Brands;http://en.wikipedia.org/wiki/Acuity_Brands
863918;Smart & Final;http://en.wikipedia.org/wiki/Smart_&_Final
863880;Amkor Technology;http://en.wikipedia.org/wiki/Amkor_Technology
863841;ADTRAN;http://en.wikipedia.org/wiki/ADTRAN
863803;Nuance Communications;http://en.wikipedia.org/wiki/Nuance_Communications
863765;Exelis Inc.;http://en.wikipedia.org/wiki/Exelis_Inc.
863727;Cypress Semiconductor;http://en.wikipedia.org/wiki/Cypress_Semiconductor
863651;Belk;http://en.wikipedia.org/wiki/Belk
863613;Quantum Corporation;http://en.wikipedia.org/wiki/Quantum_Corporation
863549;RadioShack;http://en.wikipedia.org/wiki/RadioShack
863511;Trinity Industries;http://en.wikipedia.org/wiki/Trinity_Industries
863312;Regis Corporation;http://en.wikipedia.org/wiki/Regis_Corporation
863273;AK Steel Holding;http://en.wikipedia.org/wiki/AK_Steel_Holding
863235;Zumiez;http://en.wikipedia.org/wiki/Zumiez
863164;Colt Defense;https://en.wikipedia.org/wiki/Colt_Defense
863093;Steel Dynamics;http://en.wikipedia.org/wiki/Steel_Dynamics
863054;Wabtec;http://en.wikipedia.org/wiki/Wabtec_Corporation
862980;Winnebago Industries;http://en.wikipedia.org/wiki/Winnebago_Industries
862904;Regal-Beloit;http://en.wikipedia.org/wiki/Regal-Beloit
862828;La-Z-Boy;http://en.wikipedia.org/wiki/La-Z-Boy
862767;Dana Corporation;http://en.wikipedia.org/wiki/Dana_Records
862712;Energizer;http://en.wikipedia.org/wiki/Energizer
862653;General Cable;http://en.wikipedia.org/wiki/General_Cable
862593;Alliant Techsystems;http://en.wikipedia.org/wiki/Alliant_Techsystems
862365;iRobot;http://en.wikipedia.org/wiki/IRobot
862303;TiVo Inc.;http://en.wikipedia.org/wiki/TiVo_Inc.
862265;Trimble Navigation;http://en.wikipedia.org/wiki/Trimble_Navigation
862227;Arctic Cat;http://en.wikipedia.org/wiki/Arctic_Cat
862189;JetBlue;http://en.wikipedia.org/wiki/JetBlue
862151;Deluxe Corporation;http://en.wikipedia.org/wiki/Deluxe_Corporation
862042;Daktronics;http://en.wikipedia.org/wiki/Daktronics
861900;CDI Corporation;http://en.wikipedia.org/wiki/CDI_Corporation
861790;Movado;http://en.wikipedia.org/wiki/Movado
861719;Wolverine World Wide;http://en.wikipedia.org/wiki/Wolverine_World_Wide
861679;Speedway Motorsports;http://en.wikipedia.org/wiki/Speedway_Motorsports
861680;Allison Transmission;http://en.wikipedia.org/wiki/Allison_Transmission
861635;Wabash National;http://en.wikipedia.org/wiki/Wabash_National
861589;NL Industries;https://en.wikipedia.org/wiki/NL_Industries
861549;Sturm, Ruger & Co.;http://en.wikipedia.org/wiki/Sturm,_Ruger_&_Co.
861501;Mentor Graphics;http://en.wikipedia.org/wiki/Mentor_Graphics
861344;Voxx International;http://en.wikipedia.org/wiki/Voxx_International
861291;J.Crew;http://en.wikipedia.org/wiki/J.Crew
861251;Moog Inc.;http://en.wikipedia.org/wiki/Moog_Inc.
861179;Activision;http://en.wikipedia.org/wiki/Activision
861141;Seneca Foods;http://en.wikipedia.org/wiki/Seneca_Foods
861115;Silicon Image;http://en.wikipedia.org/wiki/Silicon_Image
861056;Cabot Corporation;http://en.wikipedia.org/wiki/Cabot_Corporation
861018;Big 5 Sporting Goods;http://en.wikipedia.org/wiki/Big_5_Sporting_Goods
860980;NACCO Industries;http://en.wikipedia.org/wiki/NACCO_Industries
860954;Kaiser Aluminum;http://en.wikipedia.org/wiki/Kaiser_Aluminum
860916;SPX Corporation;http://en.wikipedia.org/wiki/SPX_Corporation
860878;Kimball International;http://en.wikipedia.org/wiki/Kimball_International
860823;Activision Blizzard;http://en.wikipedia.org/wiki/Activision_Blizzard
860764;ITT Corporation;http://en.wikipedia.org/wiki/ITT_Corporation
860705;Spirit AeroSystems;http://en.wikipedia.org/wiki/Spirit_AeroSystems
860641;Carlisle Companies;http://en.wikipedia.org/wiki/Carlisle_Companies
860603;Bally Technologies;http://en.wikipedia.org/wiki/Bally_Technologies
860555;ACCO Brands;http://en.wikipedia.org/wiki/ACCO_Brands
860177;Zale Corporation;http://en.wikipedia.org/wiki/Zale_Corporation
860138;Verifone;http://en.wikipedia.org/wiki/Verifone
860030;IXYS Corporation;http://en.wikipedia.org/wiki/IXYS_Corporation
859956;Unisys;http://en.wikipedia.org/wiki/Unisys
859808;Bio-Rad Laboratories;http://en.wikipedia.org/wiki/Bio-Rad_Laboratories
859770;Chrysler;http://en.wikipedia.org/wiki/Chrysler
859661;Zoom Telephonics;https://en.wikipedia.org/wiki/Zoom_Telephonics
859623;ON Semiconductor;http://en.wikipedia.org/wiki/ON_Semiconductor
859427;LeapFrog Enterprises;http://en.wikipedia.org/wiki/LeapFrog_Enterprises
859389;Urban Outfitters;http://en.wikipedia.org/wiki/Urban_Outfitters
859362;Day & Zimmermann;https://en.wikipedia.org/wiki/Day_%26_Zimmermann
859363;Olympic Steel;http://en.wikipedia.org/wiki/Olympic_Steel
859324;Owens Corning;http://en.wikipedia.org/wiki/Owens_Corning
859286;Overstock.com;http://en.wikipedia.org/wiki/Overstock.com
859144;Accuride Corporation;http://en.wikipedia.org/wiki/Accuride_Corporation
859106;American Greetings;http://en.wikipedia.org/wiki/American_Greetings
859068;American Axle;http://en.wikipedia.org/wiki/American_Axle
859029;Roper Technologies;http://en.wikipedia.org/wiki/Roper_Technologies
859030;Mettler Toledo;http://en.wikipedia.org/wiki/Mettler_Toledo
858873;Tempur-Pedic;http://en.wikipedia.org/wiki/Tempur-Pedic
858835;Blyth, Inc.;http://en.wikipedia.org/wiki/Blyth,_Inc.
858654;Teradyne, Inc.;http://en.wikipedia.org/wiki/Teradyne
858628;Zoetis Inc.;http://en.wikipedia.org/wiki/Zoetis
858557;Flowserve Corporation;http://en.wikipedia.org/wiki/Flowserve
858453;Avaya Inc.;http://en.wikipedia.org/wiki/Avaya
858377;J.C. Penney;http://en.wikipedia.org/wiki/J._C._Penney
858273;Snap-on Inc.;http://en.wikipedia.org/wiki/Snap-on
857865;Braun;http://en.wikipedia.org/wiki/Braun_(company)
857826;Clean & Clear;https://en.wikipedia.org/wiki/Clean_%26_Clear
857767;Matrix;http://en.wikipedia.org/wiki/Matrix_Software
857703;Speed;http://en.wikipedia.org/wiki/Air-Speed_Inc
856850;Plantronics, Inc.;http://en.wikipedia.org/wiki/Plantronics
856812;Rambus;http://en.wikipedia.org/wiki/Rambus
856691;Invacare;http://en.wikipedia.org/wiki/Invacare
856620;EMCOR Group;http://en.wikipedia.org/wiki/Emcor
856544;PMC-Sierra;http://en.wikipedia.org/wiki/PMC-Sierra
856359;Diebold Inc.;http://en.wikipedia.org/wiki/Diebold
856217;RPM International Inc.;http://en.wikipedia.org/wiki/RPM_International
856179;The Toro Company;http://en.wikipedia.org/wiki/Toro_(company)
856141;Haverty Furniture Companies, Inc.;http://en.wikipedia.org/wiki/Havertys
829795;Deutsche Post AG;http://en.wikipedia.org/wiki/Deutsche_Post
843707;Hyundai Mobis;http://en.wikipedia.org/wiki/Hyundai_Mobis
843606;Marine Harvest;http://en.wikipedia.org/wiki/Marine_Harvest
170675;MAN SE;http://en.wikipedia.org/wiki/MAN_SE
50181;Visteon;http://en.wikipedia.org/wiki/Visteon
841030;Piaggio Group;http://en.wikipedia.org/wiki/Piaggio
840203;Otokar;http://en.wikipedia.org/wiki/Otokar
829656;Deloitte LLP;http://en.wikipedia.org/wiki/Deloitte
59150;Oshkosh;http://en.wikipedia.org/wiki/Oshkosh_Corporation
838379;CN Railway;https://en.wikipedia.org/wiki/CN_Railway
837829;BMW Group;http://en.wikipedia.org/wiki/BMW
837773;Ford Otosan;http://en.wikipedia.org/wiki/Ford_Otosan
47713;Posco;http://en.wikipedia.org/wiki/POSCO
50500;Netflix;http://en.wikipedia.org/wiki/Netflix
48382;Evonik;http://en.wikipedia.org/wiki/Evonik_Industries
834531;Iran Khodro;http://en.wikipedia.org/wiki/Iran_Khodro
14969;Ben & Jerry's;http://en.wikipedia.org/wiki/Ben_&_Jerry's
829117;ABN Amro;http://en.wikipedia.org/wiki/ABN_AMRO
828371;Fonterra;http://en.wikipedia.org/wiki/Fonterra
828288;Oxfam Novib;https://en.wikipedia.org/wiki/Oxfam_Novib
42628;Walmart;http://en.wikipedia.org/wiki/Walmart
827802;Bose Corporation;http://en.wikipedia.org/wiki/Bose_Corporation
1578;Apple Inc.;http://en.wikipedia.org/wiki/Apple_Inc.
806203;Alexander Forbes;http://en.wikipedia.org/wiki/Alexander_Forbes_Group_Holdings
802053;Tongaat Hulett;http://en.wikipedia.org/wiki/Tongaat_Hulett
56876;Old Mutual;http://en.wikipedia.org/wiki/Old_Mutual
802518;mondo;http://en.wikipedia.org/wiki/Mondo_Media
61034;Mondi;http://en.wikipedia.org/wiki/Mondi
801903;Spar;http://en.wikipedia.org/wiki/Spar_(retailer)
801897;Shoprite;http://en.wikipedia.org/wiki/ShopRite_(United_States)
801900;Massmart;http://en.wikipedia.org/wiki/Massmart
801726;Altron;http://en.wikipedia.org/wiki/Altron
799969;Vale SA;http://en.wikipedia.org/wiki/Vale_(mining_company)
56952;MTN Group;http://en.wikipedia.org/wiki/MTN_Group
799338;Famous Brands;http://en.wikipedia.org/wiki/Famous_Brands
799312;Sappi;http://en.wikipedia.org/wiki/Sappi
798673;IBM;http://en.wikipedia.org/wiki/IBM
798621;Giorgio Armani SpA;https://en.wikipedia.org/wiki/Giorgio_Armani_SpA
795778;Olympus;http://en.wikipedia.org/wiki/Olympus_Corporation
793817;Argyll Foods;http://en.wikipedia.org/wiki/Argyll_Foods
790097;Impala Platinum;http://en.wikipedia.org/wiki/Impala_Platinum
788412;Group 5;https://en.wikipedia.org/wiki/Group_5
788315;Santam;http://en.wikipedia.org/wiki/Santam
786545;Discovery;http://en.wikipedia.org/wiki/Discovery_Air
49081;Investec;http://en.wikipedia.org/wiki/Investec
774113;The Boeing Company;http://en.wikipedia.org/wiki/Boeing
42625;Target;http://en.wikipedia.org/wiki/Target_Corporation
776692;ResMed Inc.;http://en.wikipedia.org/wiki/ResMed
782148;Global Witness;https://en.wikipedia.org/wiki/Global_Witness
56152;Teradata;http://en.wikipedia.org/wiki/Teradata
776656;Cray Inc;http://en.wikipedia.org/wiki/Cray
776788;Tesco Corporation;http://en.wikipedia.org/wiki/Tesco_Corporation
776761;Meritor, Inc.;https://en.wikipedia.org/wiki/Meritor%2C_Inc.
776752;Helen of Troy;http://en.wikipedia.org/wiki/Helen_of_Troy_Limited
776743;Elbit Systems Ltd.;http://en.wikipedia.org/wiki/Elbit_Systems
776701;Sierra Wireless, Inc.;http://en.wikipedia.org/wiki/Sierra_Wireless
776683;Cubic Corporation;http://en.wikipedia.org/wiki/Cubic_Corporation
776677;Aetrium Incorporated;http://en.wikipedia.org/wiki/Aetrium
776665;Dillard's, Inc.;http://en.wikipedia.org/wiki/Dillard's
774197;Bed Bath & Beyond Inc.;http://en.wikipedia.org/wiki/Bed_Bath_&_Beyond
774167;Calix Inc.;http://en.wikipedia.org/wiki/Calix_Inc.
774145;Allegion plc;http://en.wikipedia.org/wiki/Allegion
774116;Affymetrix;http://en.wikipedia.org/wiki/Affymetrix
774110;China Mobile Ltd.;http://en.wikipedia.org/wiki/China_Mobile
51269;Kennametal Inc.;http://en.wikipedia.org/wiki/Kennametal
18037;Garnier;http://en.wikipedia.org/wiki/Garnier
15210;Duracell;http://en.wikipedia.org/wiki/Duracell
14396;Converse;http://en.wikipedia.org/wiki/Converse_(shoe_company)
18268;Loblaw;http://en.wikipedia.org/wiki/Loblaws
44824;Joe Fresh;https://en.wikipedia.org/wiki/Joe_Fresh
18104;Gucci;http://en.wikipedia.org/wiki/Gucci
17475;Grolsch;http://en.wikipedia.org/wiki/Grolsch_Brewery
15788;Stop & Shop;http://en.wikipedia.org/wiki/Stop_&_Shop
176550;Asia Pulp and Paper;http://en.wikipedia.org/wiki/Asia_Pulp_&_Paper
15938;Albert Heijn;http://en.wikipedia.org/wiki/Albert_Heijn
16512;Accord;http://en.wikipedia.org/wiki/Accord_(company)
40181;As You Sow;https://en.wikipedia.org/wiki/As_You_Sow
55459;Michelle LazÃ¡r International;http://en.wikipedia.org/wiki/Yelp
9335;Puma AG;https://en.wikipedia.org/wiki/Puma_AG
116106;Fruit of the Loom;http://en.wikipedia.org/wiki/Fruit_of_the_Loom
165706;BenQ Corporation;http://en.wikipedia.org/wiki/BenQ
33817;Facebook Inc.;http://en.wikipedia.org/wiki/Facebook
44397;Vaude;http://en.wikipedia.org/wiki/VAUDE
72068;Reckitt Benckiser Group;http://en.wikipedia.org/wiki/Reckitt_Benckiser
131267;H. J. Heinz Company;http://en.wikipedia.org/wiki/Heinz
428561;Dairy Queen;http://en.wikipedia.org/wiki/Dairy_Queen
424626;Rotterdam School of Management, Erasmus University;https://en.wikipedia.org/wiki/Rotterdam_School_of_Management%2C_Erasmus_University
405907;Celestica Inc.;http://en.wikipedia.org/wiki/Celestica
56368;Allianz;http://en.wikipedia.org/wiki/Allianz
48206;Knights of Columbus;https://en.wikipedia.org/wiki/Knights_of_Columbus
17121;Greenpeace;http://en.wikipedia.org/wiki/Greenpeace_Energy
129808;People Tree;https://en.wikipedia.org/wiki/People_Tree
57013;AMP Limited;http://en.wikipedia.org/wiki/AMP_Limited
47709;Aegon N.V.;http://en.wikipedia.org/wiki/Aegon_N.V.
56019;3M Company;http://en.wikipedia.org/wiki/3M
1797;Samsung;http://en.wikipedia.org/wiki/Samsung_Electronics
42637;The Kroger Company;http://en.wikipedia.org/wiki/Kroger
42619;Safeway Inc.;http://en.wikipedia.org/wiki/Safeway_Inc.
170691;U.S. Bancorp;http://en.wikipedia.org/wiki/U.S._Bancorp
51051;Kesko Corporation;http://en.wikipedia.org/wiki/Kesko
170671;H. Lundbeck AS;http://en.wikipedia.org/wiki/Lundbeck
170655;Henderson Group plc;http://en.wikipedia.org/wiki/Henderson_Group
170644;Empresas CMPC;http://en.wikipedia.org/wiki/CMPC_(company)
170640;Elisa Oyj;http://en.wikipedia.org/wiki/Elisa_(company)
170628;David Jones Limited;http://en.wikipedia.org/wiki/David_Jones_Limited
56363;Toyota Motor Corporation;http://en.wikipedia.org/wiki/Toyota
170590;NH Hotel Group;http://en.wikipedia.org/wiki/NH_Hotel_Group
170586;Mirvac Group;http://en.wikipedia.org/wiki/Mirvac
170582;Dexus Property Group;http://en.wikipedia.org/wiki/Dexus_Property_Group
170579;Deutsche Bank AG;http://en.wikipedia.org/wiki/Deutsche_Bank
170568;Cap Gemini S.A.;http://en.wikipedia.org/wiki/Capgemini
7217;Adidas AG;http://en.wikipedia.org/wiki/Adidas
6344;EstÃ©e Lauder Companies Inc.;https://en.wikipedia.org/wiki/Estee_Lauder_Companies
39999;Syngenta International AG;http://en.wikipedia.org/wiki/Syngenta
57025;SK Hynix Inc.;http://en.wikipedia.org/wiki/SK_Hynix
57485;Luxottica Group SpA;http://en.wikipedia.org/wiki/Luxottica
58203;Pirelli & C. SpA;http://en.wikipedia.org/wiki/Pirelli
56347;McDonald's Corporation;http://en.wikipedia.org/wiki/McDonald's
44435;ASML Holding;http://en.wikipedia.org/wiki/ASML_Holding
42714;Hugo Boss AG;http://en.wikipedia.org/wiki/Hugo_Boss
7343;Ryanair Ltd.;http://en.wikipedia.org/wiki/Ryanair
60952;Brown-Forman Corporation;http://en.wikipedia.org/wiki/Brown-Forman
61259;Alcoa Inc.;http://en.wikipedia.org/wiki/Alcoa
45647;BASF SE;http://en.wikipedia.org/wiki/BASF
4019;PetroChina Company Limited;http://en.wikipedia.org/wiki/PetroChina
49476;Intuit Inc.;http://en.wikipedia.org/wiki/Intuit
45266;Corning Inc.;http://en.wikipedia.org/wiki/Corning_Inc.
40549;SABMiller plc;http://en.wikipedia.org/wiki/SABMiller
49625;ZTE Corporation;http://en.wikipedia.org/wiki/ZTE
15539;The Colgate-Palmolive Company;http://en.wikipedia.org/wiki/Colgate-Palmolive
5568;Asda Stores Ltd.;http://en.wikipedia.org/wiki/Asda
4093;Intel Corporation;http://en.wikipedia.org/wiki/Intel
993;Royal Dutch Shell plc;http://en.wikipedia.org/wiki/Royal_Dutch_Shell
637;BP plc.;http://en.wikipedia.org/wiki/BP
3986;Panasonic Corporation;http://en.wikipedia.org/wiki/Sanyo
7354;Microsoft Corporation;http://en.wikipedia.org/wiki/Microsoft
58455;Compal Electronics Inc.;http://en.wikipedia.org/wiki/Compal_Electronics
49596;Nintendo Co., Ltd.;http://en.wikipedia.org/wiki/Nintendo
166069;Sharp Corporation;http://en.wikipedia.org/wiki/Sharp_Corporation
128608;Motorola Mobility;http://en.wikipedia.org/wiki/Motorola_Mobility
165669;HTC Corporation;http://en.wikipedia.org/wiki/HTC
47939;Michelin Group;http://en.wikipedia.org/wiki/Michelin
47308;Bank of America;http://en.wikipedia.org/wiki/Bank_of_America
46283;NEC Corporation;http://en.wikipedia.org/wiki/NEC
47312;Citigroup Inc.;http://en.wikipedia.org/wiki/Citigroup
58500;Foot Locker Inc.;http://en.wikipedia.org/wiki/Foot_Locker
58986;Air Canada;http://en.wikipedia.org/wiki/Air_Canada
59006;Tim Hortons Inc.;http://en.wikipedia.org/wiki/Tim_Hortons
60914;Abercrombie & Fitch;http://en.wikipedia.org/wiki/Abercrombie_&_Fitch
60937;Beiersdorf AG;http://en.wikipedia.org/wiki/Beiersdorf
61168;Daimler AG;http://en.wikipedia.org/wiki/Daimler_AG
61296;Garmin;http://en.wikipedia.org/wiki/Garmin
61288;Hess;http://en.wikipedia.org/wiki/Hess_Corporation
61275;Celanese;http://en.wikipedia.org/wiki/Celanese
61267;Saint-Gobain;http://en.wikipedia.org/wiki/Saint-Gobain
61254;Doosan;http://en.wikipedia.org/wiki/Doosan_Group
61250;LKQ;http://en.wikipedia.org/wiki/LKQ_Corporation
61240;Grupo Bimbo;http://en.wikipedia.org/wiki/Grupo_Bimbo
61232;NewmanÐ²Ðâ¢s Own Organics;http://en.wikipedia.org/wiki/Newman's_Own
61228;FirstRand;http://en.wikipedia.org/wiki/First_Rand
61220;Inter Rao;http://en.wikipedia.org/wiki/Inter_RAO
61216;Lorillard;http://en.wikipedia.org/wiki/Lorillard_Tobacco_Company
61212;SK Holdings;http://en.wikipedia.org/wiki/SK_Group
61188;Unum Group;http://en.wikipedia.org/wiki/Unum
61152;LukOil;http://en.wikipedia.org/wiki/Lukoil
61054;Parmalat;http://en.wikipedia.org/wiki/Parmalat
61046;OSRAM Licht;http://en.wikipedia.org/wiki/Osram
60993;Paul Mitchell Systems;http://en.wikipedia.org/wiki/John_Paul_Mitchell_Systems
60990;Jarden;http://en.wikipedia.org/wiki/Jarden
60948;Microbroo LLC;http://en.wikipedia.org/wiki/Broo_Brewery
60910;Becton, Dickinson;http://en.wikipedia.org/wiki/Becton_Dickinson
60818;Trader Joe's Company;http://en.wikipedia.org/wiki/Trader_Joe's
59814;Frontier Natural Products Co-op;http://en.wikipedia.org/wiki/Frontier_Natural_Products_Co-op
59538;ColorProof Evolved Color Care;https://en.wikipedia.org/wiki/ColorProof_Evolved_Color_Care
59186;UNY Group Holdings;http://en.wikipedia.org/wiki/Uny
59178;BMCE Bank;http://en.wikipedia.org/wiki/BMCE_Bank
59134;Andhra Bank;http://en.wikipedia.org/wiki/Andhra_Bank
59102;Toho Holdings;http://en.wikipedia.org/wiki/Toho
59098;Hyundai Wia;http://en.wikipedia.org/wiki/Hyundai_Wia
59094;Aichi Bank;http://en.wikipedia.org/wiki/Aichi_Bank
59090;GPT Group;http://en.wikipedia.org/wiki/GPT_Group
59086;Hanwha Chemical;http://en.wikipedia.org/wiki/Hanwha
59078;NCC Group;http://en.wikipedia.org/wiki/NCC_Group
59074;Motor Oil;https://en.wikipedia.org/wiki/Motor_Oil
59066;Kuwait Projects;http://en.wikipedia.org/wiki/KIPCO
59038;CST Brands;http://en.wikipedia.org/wiki/CST_Brands
59018;SBI Holdings;https://en.wikipedia.org/wiki/SBI_Holdings
58994;Volksbank;http://en.wikipedia.org/wiki/Volksbank
58990;DVB Bank;http://en.wikipedia.org/wiki/DVB_Bank
58974;Hokkoku Bank;http://en.wikipedia.org/wiki/Hokkoku_Bank
58954;OGE Energy;http://en.wikipedia.org/wiki/Oklahoma_Gas_&_Electric
58950;UCO Bank;http://en.wikipedia.org/wiki/UCO_Bank
58942;Vietin Bank;http://en.wikipedia.org/wiki/Vietinbank
58938;Catlin Group;http://en.wikipedia.org/wiki/Catlin_Group
58914;Dean Foods;http://en.wikipedia.org/wiki/Dean_Foods
58910;Sealed Air;http://en.wikipedia.org/wiki/Sealed_Air
58882;RMB Holdings;http://en.wikipedia.org/wiki/RMB_Holdings
58870;Arkema;http://en.wikipedia.org/wiki/Arkema
58850;Tauron Group;http://en.wikipedia.org/wiki/Tauron_Group
58846;Millicom International;http://en.wikipedia.org/wiki/Millicom
58842;UGI;http://en.wikipedia.org/wiki/UGI_Corporation
58838;Tullow Oil;http://en.wikipedia.org/wiki/Tullow_Oil
58826;OW Bunker;http://en.wikipedia.org/wiki/OW_Bunker
58822;AGL Resources;http://en.wikipedia.org/wiki/AGL_Resources
58814;LG Uplus;http://en.wikipedia.org/wiki/LG_Uplus
58806;Bilfinger;http://en.wikipedia.org/wiki/Bilfinger
58798;Orient;http://en.wikipedia.org/wiki/Orient_Group
58794;Indian Bank;http://en.wikipedia.org/wiki/Indian_Bank
58786;Murphy USA;http://en.wikipedia.org/wiki/Murphy_USA
58782;Toho Bank;http://en.wikipedia.org/wiki/Toho_Bank
58766;Alinma Bank;http://en.wikipedia.org/wiki/Alinma_Bank
58762;Realogy Holdings;http://en.wikipedia.org/wiki/Realogy
58722;Nanto Bank;http://en.wikipedia.org/wiki/Nanto_Bank
58714;Shionogi & Co.;http://en.wikipedia.org/wiki/Shionogi
58710;Hyundai Hysco;http://en.wikipedia.org/wiki/Hyundai_Hysco
58706;Halyk Bank;https://en.wikipedia.org/wiki/Halyk_Bank
58702;Salzgitter;http://en.wikipedia.org/wiki/Salzgitter_AG
58686;Blom Bank;http://en.wikipedia.org/wiki/Blom
58682;Banca CARIGE;http://en.wikipedia.org/wiki/Banca_Carige
58674;Aareal Bank;http://en.wikipedia.org/wiki/Aareal_Bank
58670;Yandex NV;http://en.wikipedia.org/wiki/Yandex
58642;Bank Muscat;http://en.wikipedia.org/wiki/BankMuscat
58630;Tobu Railway;http://en.wikipedia.org/wiki/Tobu_Railway
58605;Subsea 7;http://en.wikipedia.org/wiki/Subsea_7
58601;OHL Group;http://en.wikipedia.org/wiki/Ozburn-Hessey_Logistics
58593;77 Bank;http://en.wikipedia.org/wiki/The_77_Bank
58580;Weir Group;http://en.wikipedia.org/wiki/Weir_Group
58560;Hammerson plc;http://en.wikipedia.org/wiki/Hammerson
58552;GS Holdings;http://en.wikipedia.org/wiki/GS_Group
